Date,DEQ,DEQ_Inv,Bench,SPX,SPXT,BE500,BE500T
10.11.2000,0,0,-0.02684073,-0.0247,-0.0247,-0.01232,-0.01232
13.11.2000,0,0,-0.013288747,-0.01083,-0.01073,-0.01599,-0.01577
14.11.2000,0,0,0.027518869,0.023181,0.023243,0.02469,0.02469
15.11.2000,0,0,0.003627745,0.004948,0.005075,0.006124,0.006126
16.11.2000,0,0,-0.00723339,-0.01266,-0.01263,-0.0049,-0.0049
17.11.2000,0,0,-0.004798736,-0.00336,-0.00332,-0.00474,-0.00474
20.11.2000,0,0,-0.019286175,-0.01852,-0.01851,-0.01648,-0.01635
21.11.2000,0,0,0.005591561,0.003517,0.003588,0.007298,0.007298
22.11.2000,0,0,-0.024413681,-0.01872,-0.01872,-0.02566,-0.02566
23.11.2000,0,0,0.007628421,0,0,0.010101,0.010101
24.11.2000,0,0,0.016830795,0.014572,0.014586,0.013273,0.013364
27.11.2000,0,0,0.000727659,0.005352,0.005354,0.00461,0.004649
28.11.2000,0,0,-0.01691086,-0.00959,-0.00949,-0.01587,-0.01587
29.11.2000,0,0,-0.002202828,0.004347,0.00462,-0.00331,-0.00331
30.11.2000,0,0,-0.030254831,-0.0203,-0.02029,-0.02006,-0.02006
01.12.2000,0,0,0.007296832,0.000213,0.000213,0.008905,0.008922
04.12.2000,0,0,-0.011976084,0.007378,0.007383,-0.01144,-0.01137
05.12.2000,0,0,0.038236662,0.038183,0.038195,0.024456,0.024456
06.12.2000,0,0,-0.014359219,-0.01839,-0.01819,-0.00461,-0.00461
07.12.2000,0,0,-0.003918201,-0.00587,-0.00584,-0.00425,-0.00425
08.12.2000,0,0,0.014918277,0.019415,0.019424,0.006314,0.006314
11.12.2000,0,0,0.017682516,0.007498,0.007509,0.020463,0.020511
12.12.2000,0,0,-0.005163125,-0.00656,-0.00656,-0.00513,-0.00513
13.12.2000,0,0,-0.003399672,-0.00819,-0.00799,-0.00384,-0.00384
14.12.2000,0,0,-0.026045747,-0.01411,-0.0141,-0.01853,-0.01853
15.12.2000,0,0,-0.027978724,-0.0217,-0.02169,-0.019,-0.019
18.12.2000,0,0,0.007313439,0.008038,0.008054,0.0057,0.005758
19.12.2000,0,0,0.000193031,-0.01304,-0.01304,0.010802,0.010875
20.12.2000,0,0,-0.043726991,-0.0318,-0.03174,-0.03081,-0.03082
21.12.2000,0,0,-0.007776031,0.00797,0.007979,-0.01058,-0.01058
22.12.2000,0,0,0.006691212,0.02411,0.02411,0.001604,0.001604
25.12.2000,0,0,-0.001005111,0,0,0,0
26.12.2000,0,0,0.000765146,0.007035,0.007035,0,0
27.12.2000,0,0,0.011473748,0.010385,0.010609,0.014086,0.014228
28.12.2000,0,0,0.00817465,0.00398,0.004006,0.005988,0.005988
29.12.2000,0,0,-0.013645367,-0.0105,-0.0105,-0.00248,-0.00248
01.01.2001,0,0,0.000111962,0,0,0,0
02.01.2001,0,0,-0.026410227,-0.02843,-0.02843,-0.01268,-0.01259
03.01.2001,0,0,0.015342545,0.048884,0.04901,-0.00946,-0.00946
04.01.2001,0,0,0.001454,-0.01061,-0.01058,0.014546,0.014546
05.01.2001,0,0,-0.017827258,-0.02659,-0.02659,-0.00513,-0.00513
08.01.2001,0,0,0.001378684,-0.00192,-0.00171,-0.00292,-0.0029
09.01.2001,0,0,0.001341777,0.003805,0.003841,-0.00896,-0.00896
10.01.2001,0,0,0.003393,0.009541,0.009625,-0.00356,-0.00353
11.01.2001,0,0,0.004545579,0.010265,0.010267,0.009672,0.009724
12.01.2001,0,0,0.005025605,-0.00643,-0.00643,0.007392,0.007393
15.01.2001,0,0,0.005837381,0,0,0.002624,0.002644
16.01.2001,0,0,-0.002465562,0.006299,0.006299,-0.01158,-0.01158
17.01.2001,0,0,0.018349483,0.002123,0.002179,0.023228,0.023228
18.01.2001,0,0,0.001775902,0.013819,0.01383,-0.00204,-0.00204
19.01.2001,0,0,0.003077874,-0.00404,-0.00403,-0.00071,-0.00071
22.01.2001,0,0,-0.001103957,0.000268,0.000268,7.87E-05,0.000148
23.01.2001,0,0,0.00505301,0.012947,0.012947,-0.00197,-0.00197
24.01.2001,0,0,0.014736208,0.002863,0.002876,0.01137,0.01137
25.01.2001,0,0,0.000375569,-0.00499,-0.00498,0.00292,0.002926
26.01.2001,0,0,-0.003861184,-0.00189,-0.00184,-0.00171,-0.00171
29.01.2001,0,0,0.006376615,0.006782,0.006842,0.002567,0.002615
30.01.2001,0,0,-0.000875899,0.006983,0.007015,-0.00148,-0.00148
31.01.2001,0,0,-0.003301997,-0.00564,-0.00554,0.001788,0.001823
01.02.2001,0,0,-0.009689609,0.005446,0.005535,-0.01019,-0.01019
02.02.2001,0,0,-0.010357885,-0.01763,-0.01763,-0.00756,-0.00755
05.02.2001,0,0,-0.001006457,0.00358,0.003607,-0.00131,-0.00131
06.02.2001,0,0,0.007952982,-0.00151,-0.00147,0.005722,0.005722
07.02.2001,0,0,-0.01476589,-0.00844,-0.00823,-0.01235,-0.01235
08.02.2001,0,0,0.00716377,-0.00625,-0.00624,0.001513,0.001513
09.02.2001,0,0,-0.020579424,-0.01343,-0.01339,-0.0135,-0.01349
12.02.2001,0,0,0.00792979,0.011758,0.011772,0.007151,0.007151
13.02.2001,0,0,0.00298634,-0.00869,-0.0086,0.002918,0.002918
14.02.2001,0,0,-0.009928694,-0.00219,-0.002,-0.01346,-0.01344
15.02.2001,0,0,0.017757651,0.008091,0.008169,0.013221,0.013221
16.02.2001,0,0,-0.02534934,-0.01909,-0.01908,-0.02,-0.02
19.02.2001,0,0,-0.005266881,0,0,-0.00412,-0.00412
20.02.2001,0,0,-0.002755389,-0.01751,-0.0175,-0.00566,-0.00566
21.02.2001,0,0,-0.012868644,-0.01868,-0.01862,-0.00851,-0.00805
22.02.2001,0,0,-0.001379421,-0.00195,-0.00192,-0.00307,-0.00307
23.02.2001,0,0,-0.017942775,-0.00557,-0.00556,-0.01954,-0.01927
26.02.2001,0,0,0.014530885,0.017339,0.017391,0.007903,0.007903
27.02.2001,0,0,-0.005455557,-0.00769,-0.00762,0.001052,0.001052
28.02.2001,0,0,-0.01463755,-0.01441,-0.01425,-0.00434,-0.00386
01.03.2001,0,0,-0.009212093,0.00104,0.001064,-0.01057,-0.01057
02.03.2001,0,0,-0.005008019,-0.0057,-0.0057,0.00064,0.00064
05.03.2001,0,0,0.010419281,0.005841,0.005989,0.010185,0.010236
06.03.2001,0,0,0.011008772,0.009931,0.009949,0.013629,0.013674
07.03.2001,0,0,0.007406367,0.006432,0.006625,-0.00204,-0.00175
08.03.2001,0,0,-0.00434487,0.002256,0.002288,-0.00469,-0.00469
09.03.2001,0,0,-0.018475538,-0.02508,-0.02507,-0.01139,-0.01138
12.03.2001,0,0,-0.032669966,-0.04414,-0.04413,-0.02234,-0.02234
13.03.2001,0,0,0.010977921,0.01472,0.014932,-0.00941,-0.00941
14.03.2001,0,0,-0.020575212,-0.02618,-0.02617,-0.0174,-0.01666
15.03.2001,0,0,0.01603,0.005854,0.005871,0.015867,0.015871
16.03.2001,0,0,-0.018700025,-0.01982,-0.01981,-0.02226,-0.02226
19.03.2001,0,0,0.000761444,0.017473,0.017491,-0.00865,-0.00865
20.03.2001,0,0,-0.008762736,-0.02437,-0.02435,0.014502,0.014502
21.03.2001,0,0,-0.013263007,-0.01809,-0.01805,-0.01799,-0.01763
22.03.2001,0,0,-0.01853765,-0.00407,-0.00405,-0.04042,-0.04021
23.03.2001,0,0,0.019481555,0.019713,0.019713,0.022521,0.022587
26.03.2001,0,0,0.019458121,0.011219,0.011219,0.031516,0.031601
27.03.2001,0,0,0.02575792,0.025253,0.025253,0.020165,0.020367
28.03.2001,0,0,-0.017777225,-0.02473,-0.02462,-0.01281,-0.0125
29.03.2001,0,0,0.001507698,-0.00464,-0.00462,-0.00022,-0.00016
30.03.2001,0,0,0.008727744,0.010727,0.010728,0.00638,0.006464
02.04.2001,0,0,-0.008850453,-0.01254,-0.01254,-0.00576,-0.00575
03.04.2001,0,0,-0.041724588,-0.035,-0.035,-0.03191,-0.03183
04.04.2001,0,0,-0.004067339,-0.00291,-0.00271,0.004667,0.004799
05.04.2001,0,0,0.034914254,0.042753,0.042766,0.021765,0.021794
06.04.2001,0,0,-0.020480194,-0.02019,-0.01995,-0.00497,-0.00471
09.04.2001,0,0,0.012595201,0.008085,0.008086,0.014661,0.014765
10.04.2001,0,0,0.032867167,0.026706,0.026821,0.02365,0.02371
11.04.2001,0,0,0.001321652,-0.00213,-0.00212,0.003622,0.004
12.04.2001,0,0,0.004842736,0.014991,0.014997,-0.00086,-0.00039
13.04.2001,0,0,0.001886066,0,0,0,0
16.04.2001,0,0,0.000501588,-0.00323,-0.00323,-0.00216,-0.00217
17.04.2001,0,0,0.00557748,0.01023,0.01023,-0.00099,-0.00098
18.04.2001,0,0,0.028367398,0.038153,0.038208,0.024927,0.025304
19.04.2001,0,0,0.00371148,0.012473,0.012483,-0.00156,-0.00135
20.04.2001,0,0,-0.015463364,-0.00859,-0.00859,-0.00912,-0.0091
23.04.2001,0,0,-0.007156094,-0.01509,-0.01509,-0.00834,-0.00805
24.04.2001,0,0,-0.003292901,-0.01224,-0.01223,0.005698,0.005719
25.04.2001,0,0,0.005821733,0.015815,0.015822,-0.00167,-0.00146
26.04.2001,0,0,0.004008575,0.004685,0.004765,0.00576,0.005838
27.04.2001,0,0,0.02364234,0.014898,0.014932,0.015871,0.01631
30.04.2001,0,0,0.006630157,-0.00287,-0.00282,0.010497,0.010747
01.05.2001,0,0,0.000622628,0.013498,0.013503,-0.0007,-0.00064
02.05.2001,0,0,-0.002517663,0.000781,0.00087,-0.00553,-0.00518
03.05.2001,0,0,-0.014077508,-0.01498,-0.01486,-0.01835,-0.01825
04.05.2001,0,0,0.00922567,0.014337,0.014365,0.006139,0.006325
07.05.2001,0,0,0.003934639,-0.00245,-0.00243,0.005682,0.005833
08.05.2001,0,0,0.003279677,-0.00183,-0.00175,0.000839,0.000899
09.05.2001,0,0,-0.005915058,-0.0045,-0.00438,-0.00572,-0.00557
10.05.2001,0,0,0.010507469,-0.00029,-0.00014,0.016854,0.016935
11.05.2001,0,0,-0.0036434,-0.00761,-0.00751,-0.00461,-0.00436
14.05.2001,0,0,-0.006105626,0.002606,0.002682,-0.0177,-0.01729
15.05.2001,0,0,0.002782315,0.000416,0.000423,0.011972,0.012008
16.05.2001,0,0,0.011061685,0.028055,0.02821,0.005224,0.005589
17.05.2001,0,0,0.008520494,0.00272,0.002729,0.009913,0.010082
18.05.2001,0,0,0.008191445,0.002689,0.00288,0.008957,0.009134
21.05.2001,0,0,0.011120634,0.016025,0.016025,0.001512,0.002347
22.05.2001,0,0,0.0122852,-0.00263,-0.00263,0.012945,0.012972
23.05.2001,0,0,-0.009127457,-0.01565,-0.01561,-0.00797,-0.00771
24.05.2001,0,0,0.002866127,0.003191,0.003215,0,3.15E-05
25.05.2001,0,0,-0.008399686,-0.01189,-0.01188,-0.00931,-0.00923
28.05.2001,0,0,-0.000493379,0,0,0.00123,0.001383
29.05.2001,0,0,-0.005276143,-0.00782,-0.00776,-0.00596,-0.00555
30.05.2001,0,0,-0.014403368,-0.01578,-0.01554,-0.01236,-0.0119
31.05.2001,0,0,0.012053934,0.006182,0.006264,0.003457,0.003593
01.06.2001,0,0,0.000595619,0.003855,0.003855,0.001994,0.002278
04.06.2001,0,0,0.004375471,0.005095,0.005113,0.003893,0.003908
05.06.2001,0,0,0.009308948,0.012907,0.012916,0.008931,0.009063
06.06.2001,0,0,-0.006770692,-0.0106,-0.01047,-0.00724,-0.00683
07.06.2001,0,0,0.001233419,0.005442,0.005466,0.003502,0.003509
08.06.2001,0,0,-0.007021364,-0.00944,-0.00944,-0.00292,-0.00261
11.06.2001,0,0,-0.004193172,-0.00839,-0.00839,-0.00318,-0.00293
12.06.2001,0,0,-0.012048292,0.001163,0.001171,-0.01438,-0.01437
13.06.2001,0,0,-0.004413606,-0.01141,-0.01118,0.014957,0.015072
14.06.2001,0,0,-0.021393239,-0.01766,-0.01764,-0.0142,-0.0139
15.06.2001,0,0,-0.007009248,-0.00453,-0.00452,-0.00707,-0.00705
18.06.2001,0,0,-0.005991076,-0.0049,-0.00488,-0.00951,-0.00872
19.06.2001,0,0,0.009093059,0.003428,0.003436,0.004086,0.004109
20.06.2001,0,0,0.002825434,0.008671,0.008709,-0.00417,-0.00412
21.06.2001,0,0,0.003260412,0.0113,0.011322,-4.30E-05,5.83E-05
22.06.2001,0,0,-0.002282776,-0.00949,-0.00949,0.002683,0.002683
25.06.2001,0,0,-0.006520545,-0.00552,-0.00552,-0.00043,-0.0004
26.06.2001,0,0,-0.009963967,-0.00151,-0.00151,-0.01626,-0.01621
27.06.2001,0,0,-0.00036462,-0.00469,-0.00456,0.002462,0.002547
28.06.2001,0,0,0.025087495,0.012416,0.012426,0.015243,0.0153
29.06.2001,0,0,0.00172163,-0.00145,-0.00145,0.009095,0.009097
02.07.2001,0,0,0.012477302,0.009987,0.009989,0.01326,0.013466
03.07.2001,0,0,-0.008838433,-0.00183,-0.00167,-0.01288,-0.01288
04.07.2001,0,0,-0.00119554,0,0,-0.00591,-0.00588
05.07.2001,0,0,-0.003231607,-0.0124,-0.0122,-0.00556,-0.00556
06.07.2001,0,0,-0.02839791,-0.02378,-0.02357,-0.02178,-0.02178
09.07.2001,0,0,0.002269914,0.006855,0.006872,-0.00074,-0.00074
10.07.2001,0,0,-0.014959824,-0.0145,-0.01445,-0.00726,-0.00721
11.07.2001,0,0,-0.01154593,-0.00113,-0.00107,-0.01471,-0.01467
12.07.2001,0,0,0.023945411,0.023415,0.023423,0.014232,0.014362
13.07.2001,0,0,0.004817102,0.006222,0.006229,0.005253,0.00527
16.07.2001,0,0,-0.009393136,-0.01094,-0.01094,-0.0056,-0.00559
17.07.2001,0,0,-0.001154842,0.009922,0.009922,-0.01041,-0.01041
18.07.2001,0,0,-0.017738602,-0.00556,-0.00548,-0.01187,-0.01175
19.07.2001,0,0,0.011704446,0.006035,0.006038,0.015855,0.0159
20.07.2001,0,0,-0.007034681,-0.00344,-0.00344,-0.00959,-0.00959
23.07.2001,0,0,-0.005434096,-0.0165,-0.0165,0.002673,0.002689
24.07.2001,0,0,-0.018950756,-0.01641,-0.0164,-0.0133,-0.0133
25.07.2001,0,0,-0.000905788,0.015952,0.015952,-0.01408,-0.01406
26.07.2001,0,0,0.010328003,0.010395,0.010405,0.008061,0.008061
27.07.2001,0,0,0.012103805,0.0024,0.002467,0.017268,0.017276
30.07.2001,0,0,0.005357432,-0.00108,-0.00104,0.012142,0.012161
31.07.2001,0,0,0.008416703,0.005555,0.005562,0.010079,0.010128
01.08.2001,0,0,-0.000102566,0.003873,0.003995,0.002482,0.002682
02.08.2001,0,0,-0.000132464,0.003956,0.00406,-8.70E-05,-8.70E-05
03.08.2001,0,0,-0.007152884,-0.00526,-0.00512,-0.00891,-0.0087
06.08.2001,0,0,-0.004534237,-0.01149,-0.01146,-4.40E-05,-4.40E-05
07.08.2001,0,0,0.004088291,0.00326,0.003305,0.001404,0.001403
08.08.2001,0,0,-0.015781347,-0.01748,-0.01734,-0.01315,-0.01284
09.08.2001,0,0,-0.017076206,-8.40E-05,0.000106,-0.01874,-0.01874
10.08.2001,0,0,-0.00139527,0.005671,0.005678,-0.00822,-0.00821
13.08.2001,0,0,-0.000334282,0.000949,0.001052,0.003461,0.003535
14.08.2001,0,0,0.001791921,-0.00384,-0.00381,0.012111,0.012111
15.08.2001,0,0,-0.011937022,-0.00737,-0.00717,-0.00726,-0.00661
16.08.2001,0,0,-0.006399729,0.003085,0.003118,-0.01138,-0.01138
17.08.2001,0,0,-0.01635893,-0.0168,-0.01674,-0.01545,-0.01536
20.08.2001,0,0,0.006161401,0.008091,0.008091,-0.00042,-0.00041
21.08.2001,0,0,0.000456287,-0.01215,-0.01215,0.010959,0.010959
22.08.2001,0,0,-0.001619179,0.006932,0.007009,-0.00369,-0.00327
23.08.2001,0,0,0.001578625,-0.00277,-0.00275,0.002259,0.002263
24.08.2001,0,0,0.018989573,0.019464,0.01948,0.016307,0.016307
27.08.2001,0,0,-0.001756906,-0.00484,-0.00484,0.000996,0.001133
28.08.2001,0,0,-0.012736877,-0.01512,-0.01511,-0.01065,-0.01065
29.08.2001,0,0,-0.005114361,-0.01118,-0.01102,-0.00105,-0.00104
30.08.2001,0,0,-0.021823753,-0.01718,-0.01706,-0.02031,-0.02031
31.08.2001,0,0,0.005854221,0.004022,0.004036,0.001821,0.001825
03.09.2001,0,0,-0.003876872,0,0,-0.01055,-0.01051
04.09.2001,0,0,0.019875425,-0.00056,-0.00056,0.016088,0.016088
05.09.2001,0,0,-0.009853309,-0.00106,-0.00086,-0.01477,-0.01458
06.09.2001,0,0,-0.027029328,-0.02264,-0.02261,-0.02546,-0.02546
07.09.2001,0,0,-0.027510645,-0.01881,-0.0188,-0.02494,-0.02493
10.09.2001,0,0,0.002212377,0.006207,0.006218,-0.00741,-0.00741
11.09.2001,0,0,-0.041585873,0,0,-0.06572,-0.06572
12.09.2001,0,0,0.013089181,0,0,0.016747,0.016838
13.09.2001,0,0,0.003028516,0,0,0.009022,0.009038
14.09.2001,0,0,-0.032354384,0,0,-0.05195,-0.05195
17.09.2001,0,0,-0.014177999,-0.05047,-0.05043,0.02105,0.02105
18.09.2001,0,0,-0.009617647,-0.00582,-0.00581,-0.0092,-0.0092
19.09.2001,0,0,-0.023344861,-0.01624,-0.01619,-0.0229,-0.02264
20.09.2001,0,0,-0.032951587,-0.03155,-0.03154,-0.03896,-0.03896
21.09.2001,0,0,-0.013287939,-0.01922,-0.01922,-0.02521,-0.02521
24.09.2001,0,0,0.041909672,0.038243,0.038244,0.050919,0.050929
25.09.2001,0,0,0.006519922,0.008751,0.008767,0.012086,0.012086
26.09.2001,0,0,0.00363127,-0.00518,-0.00486,0.012324,0.012616
27.09.2001,0,0,0.014708569,0.011424,0.011439,0.013092,0.013092
28.09.2001,0,0,0.030672091,0.021685,0.021699,0.03145,0.03146
01.10.2001,0,0,-0.016262462,-0.0023,-0.0023,-0.0228,-0.02279
02.10.2001,0,0,0.009937374,0.012231,0.01223,0.006932,0.006931
03.10.2001,0,0,0.014148037,0.019731,0.01993,0.006989,0.007041
04.10.2001,0,0,0.014619902,-0.00247,-0.00247,0.030964,0.030963
05.10.2001,0,0,-0.002503178,0.001635,0.00186,-0.00503,-0.00502
08.10.2001,0,0,-0.005851707,-0.00838,-0.00838,-0.00051,-0.00051
09.10.2001,0,0,-0.000807019,-0.00537,-0.00531,0.000154,0.000154
10.10.2001,0,0,0.025133094,0.022679,0.022723,0.025391,0.025468
11.10.2001,0,0,0.02091654,0.015094,0.015155,0.014091,0.014091
12.10.2001,0,0,-0.011831652,-0.00528,-0.00527,-0.00779,-0.00779
15.10.2001,0,0,-0.009668575,-0.00153,-0.00153,-0.0177,-0.0177
16.10.2001,0,0,0.009500549,0.006912,0.006914,0.008786,0.008786
17.10.2001,0,0,0.004273681,-0.01881,-0.01874,0.022519,0.022576
18.10.2001,0,0,-0.01126131,-0.0079,-0.00788,-0.01565,-0.01566
19.10.2001,0,0,-0.003373455,0.004547,0.004547,-0.01545,-0.01545
22.10.2001,0,0,0.019359478,0.01518,0.01518,0.014248,0.014248
23.10.2001,0,0,0.010830684,-0.00471,-0.00471,0.025565,0.025565
24.10.2001,0,0,6.38E-05,0.000387,0.000399,0.002725,0.00276
25.10.2001,0,0,-0.003839368,0.013628,0.013631,-0.01884,-0.01881
26.10.2001,0,0,0.014946218,0.0041,0.004101,0.022766,0.022766
29.10.2001,0,0,-0.028817897,-0.02411,-0.02403,-0.02093,-0.02092
30.10.2001,0,0,-0.022495131,-0.01731,-0.01726,-0.02487,-0.02487
31.10.2001,0,0,0.009742596,-9.40E-06,9.60E-05,0.014838,0.01504
01.11.2001,0,0,0.013804305,0.022689,0.022804,0.005874,0.005874
02.11.2001,0,0,0.004794064,0.002855,0.002875,0.003567,0.003575
05.11.2001,0,0,0.021128481,0.014283,0.01431,0.023656,0.023711
06.11.2001,0,0,0.006663902,0.014422,0.014428,-0.00101,-0.00101
07.11.2001,0,0,0.003829838,-0.00274,-0.0024,0.009384,0.009425
08.11.2001,0,0,0.012864123,0.002453,0.002505,0.01785,0.01785
09.11.2001,0,0,-0.005259851,0.001581,0.001595,-0.01036,-0.01036
12.11.2001,0,0,-0.012263796,-0.00177,-0.00177,-0.02192,-0.02192
13.11.2001,0,0,0.032939858,0.018393,0.018541,0.032887,0.032887
14.11.2001,0,0,0.000118954,0.001859,0.002095,0.000423,0.000795
15.11.2001,0,0,0.002423994,0.000902,0.000907,0.003519,0.003519
16.11.2001,0,0,0.000654796,-0.00315,-0.00307,0.005791,0.005791
19.11.2001,0,0,0.012464433,0.01084,0.01085,0.013231,0.013246
20.11.2001,0,0,-0.010551319,-0.00732,-0.00728,-0.01491,-0.01491
21.11.2001,0,0,-0.000693569,-0.00494,-0.00491,-0.00163,-0.00145
22.11.2001,0,0,0.003758826,0,0,0.007448,0.007448
23.11.2001,0,0,0.003487551,0.011638,0.01165,-0.00451,-0.00451
26.11.2001,0,0,0.001091695,0.006136,0.00614,-0.00037,-0.00037
27.11.2001,0,0,-0.009536607,-0.00687,-0.00684,-0.012,-0.012
28.11.2001,0,0,-0.019010473,-0.01842,-0.01825,-0.0132,-0.01313
29.11.2001,0,0,0.005427813,0.010297,0.01039,-0.00033,-0.00033
30.11.2001,0,0,-0.005451927,-0.00066,-0.00066,0.000335,0.000338
03.12.2001,0,0,-0.003740111,-0.00842,-0.00841,-0.00417,-0.00417
04.12.2001,0,0,0.014105252,0.013101,0.013101,0.012306,0.012334
05.12.2001,0,0,0.027696642,0.022073,0.022408,0.029151,0.029211
06.12.2001,0,0,-0.004686602,-0.00278,-0.00275,0.002621,0.002621
07.12.2001,0,0,-0.005047365,-0.00756,-0.00756,-0.00858,-0.00858
10.12.2001,0,0,-0.015464042,-0.016,-0.01598,-0.01606,-0.01601
11.12.2001,0,0,-0.002181436,-0.00278,-0.00278,0.000282,0.000282
12.12.2001,0,0,-0.008172888,0.000273,0.000428,-0.0095,-0.00937
13.12.2001,0,0,-0.014328655,-0.01568,-0.01564,-0.01638,-0.01638
14.12.2001,0,0,-0.008599819,0.003309,0.00331,-0.00854,-0.00853
17.12.2001,0,0,0.01599386,0.009985,0.010011,0.023251,0.023251
18.12.2001,0,0,0.005332928,0.007518,0.007537,-0.0009,-0.0009
19.12.2001,0,0,-0.001769989,0.005793,0.005841,-0.00837,-0.00829
20.12.2001,0,0,-0.00478607,-0.00841,-0.00827,-0.00641,-0.00641
21.12.2001,0,0,0.016910558,0.004342,0.00436,0.017773,0.017773
24.12.2001,0,0,0.008527756,-0.00021,-0.00021,0.005162,0.005162
25.12.2001,0,0,0.000325478,0,0,0,0
26.12.2001,0,0,0.001208397,0.004115,0.004119,0,0
27.12.2001,0,0,0.00586232,0.006729,0.007029,0.013373,0.013392
28.12.2001,0,0,0.005064747,0.003356,0.003387,0.0053,0.005299
31.12.2001,0,0,-0.010471067,-0.01121,-0.01121,-0.00032,-0.00031
01.01.2002,0,0,0.000302298,0,0,0,0
02.01.2002,0,0,-0.011422023,0.005724,0.005865,-0.01448,-0.01436
03.01.2002,0,0,0.017529894,0.009138,0.009153,0.018371,0.018371
04.01.2002,0,0,0.006335348,0.006194,0.006191,0.005207,0.00522
07.01.2002,0,0,-0.00628078,-0.00652,-0.00652,-0.00961,-0.0096
08.01.2002,0,0,-0.004308885,-0.00359,-0.00334,-0.0075,-0.0075
09.01.2002,0,0,-0.000496383,-0.00481,-0.00476,0.000374,0.000391
10.01.2002,0,0,-0.006189148,0.00122,0.001239,-0.01,-0.00993
11.01.2002,0,0,-0.000761723,-0.00951,-0.00947,0.006071,0.006109
14.01.2002,0,0,-0.016145505,-0.0063,-0.0063,-0.02192,-0.02191
15.01.2002,0,0,0.010019361,0.006811,0.006816,0.009356,0.009356
16.01.2002,0,0,-0.009293943,-0.01638,-0.0163,-0.01094,-0.01092
17.01.2002,0,0,0.011994699,0.00998,0.009999,0.01208,0.012097
18.01.2002,0,0,-0.008806951,-0.00997,-0.00998,-0.00357,-0.00343
21.01.2002,0,0,-0.002277722,0,0,-0.00564,-0.00564
22.01.2002,0,0,-0.003434252,-0.00736,-0.00736,0.001101,0.001101
23.01.2002,0,0,0.009380418,0.007893,0.007911,0.007816,0.007893
24.01.2002,0,0,0.009464815,0.003513,0.003517,0.011094,0.011094
25.01.2002,0,0,0.007439519,0.000998,0.000997,-0.00343,-0.00343
28.01.2002,0,0,0.004946085,-0.00019,-0.00018,0.008164,0.008164
29.01.2002,0,0,-0.023093904,-0.02903,-0.02895,-0.0135,-0.0135
30.01.2002,0,0,0.000509588,0.011679,0.011812,-0.01105,-0.01094
31.01.2002,0,0,0.016806964,0.014824,0.014945,0.012374,0.012426
01.02.2002,0,0,-0.003720386,-0.0071,-0.00711,0.002551,0.002551
04.02.2002,0,0,-0.023384017,-0.02505,-0.02504,-0.01196,-0.01196
05.02.2002,0,0,-0.009218449,-0.00405,-0.00401,-0.01554,-0.01554
06.02.2002,0,0,-0.008202774,-0.00599,-0.00589,-0.01171,-0.01167
07.02.2002,0,0,0.002424964,-0.00309,-0.00288,0.007674,0.007674
08.02.2002,0,0,0.004193369,0.014749,0.014762,-0.00122,-0.00122
11.02.2002,0,0,0.00887254,0.014238,0.014277,0.008253,0.008256
12.02.2002,0,0,-0.002480704,-0.004,-0.00399,-0.00077,-0.00077
13.02.2002,0,0,0.011308696,0.009892,0.01023,0.00728,0.007286
14.02.2002,0,0,0.003639701,-0.00182,-0.00174,0.010037,0.010037
15.02.2002,0,0,-0.009211939,-0.01108,-0.01103,-0.0074,-0.0074
18.02.2002,0,0,-0.002402221,0,0,-0.00605,-0.00605
19.02.2002,0,0,-0.022209116,-0.01905,-0.01905,-0.01878,-0.01878
20.02.2002,0,0,0.008529471,0.013423,0.013497,-0.00473,-0.00411
21.02.2002,0,0,-0.002953863,-0.01563,-0.01561,0.008941,0.008941
22.02.2002,0,0,-0.004815476,0.008191,0.008196,-0.01018,-0.01018
25.02.2002,0,0,0.020799088,0.017815,0.017825,0.01447,0.01447
26.02.2002,0,0,0.007556882,-4.50E-05,3.41E-05,0.006553,0.006553
27.02.2002,0,0,0.007643551,0.00046,0.00086,0.015029,0.015677
28.02.2002,0,0,-0.004792103,-0.00285,-0.00281,-0.00258,-0.00258
01.03.2002,0,0,0.01723211,0.022382,0.022396,0.010551,0.010551
04.03.2002,0,0,0.016886235,0.019304,0.019328,0.019616,0.019662
05.03.2002,0,0,-0.005302626,-0.0067,-0.0067,-0.00413,-0.00412
06.03.2002,0,0,0.005548499,0.014405,0.014602,0.001907,0.002263
07.03.2002,0,0,-0.002545706,-0.00451,-0.00447,0.005375,0.005375
08.03.2002,0,0,0.008779224,0.005832,0.005833,0.006266,0.006266
11.03.2002,0,0,-0.001604325,0.003387,0.0034,-0.00617,-0.00617
12.03.2002,0,0,-0.004838253,-0.0023,-0.00227,-0.00779,-0.00779
13.03.2002,0,0,-0.004920055,-0.00991,-0.00965,-0.00033,0.000137
14.03.2002,0,0,-0.003512652,-0.00091,-0.00089,0.000279,0.000279
15.03.2002,0,0,0.00972045,0.011314,0.011313,0.00821,0.008214
18.03.2002,0,0,0.002305285,-0.00052,-0.0005,0.006217,0.0063
19.03.2002,0,0,0.00472338,0.004059,0.004061,0.003025,0.003031
20.03.2002,0,0,-0.013399924,-0.01588,-0.01584,-0.00947,-0.00848
21.03.2002,0,0,0.000290213,0.001509,0.001534,-0.00139,-0.00138
22.03.2002,0,0,0.004919659,-0.00425,-0.00425,0.004846,0.005046
