Date, DEQ , Bench ,
05-Jan-16,0.00363004,0.00783935,
06-Jan-16,-0.01748173,-0.01379725,
07-Jan-16,-0.02546208,-0.02692408,
08-Jan-16,-0.01731329,-0.01587806,
11-Jan-16,-0.00160167,0.00086595,
12-Jan-16,0.00938478,0.01032358,
13-Jan-16,-0.01025111,-0.01118836,
14-Jan-16,0.0051385,0.00061272,
15-Jan-16,-0.02859653,-0.02949199,
18-Jan-16,0.0016446,0.00188233,
19-Jan-16,0.00065676,0.00625875,
20-Jan-16,-0.01837723,-0.02247049,
21-Jan-16,0.01730046,0.01659182,
22-Jan-16,0.02119619,0.02435849,
25-Jan-16,-0.0149638,-0.01068429,
26-Jan-16,0.01617119,0.01064587,
27-Jan-16,-0.00329529,-0.00488336,
28-Jan-16,-0.0085477,-0.00925079,
29-Jan-16,0.02732818,0.02902271,
1-Feb-16,-0.00324598,-0.00428936,
2-Feb-16,-0.01961875,-0.0197571,
3-Feb-16,-0.00429393,-0.01187808,
4-Feb-16,0.00146461,-0.00600243,
5-Feb-16,-0.00836854,-0.01233374,
8-Feb-16,-0.02302335,-0.025033,
9-Feb-16,-0.01568266,-0.01469837,
10-Feb-16,0.00988328,0.0136249,
11-Feb-16,-0.03079389,-0.03023465,
12-Feb-16,0.02907382,0.02831949,
15-Feb-16,0.0191169,0.01925944,
16-Feb-16,0.00896414,0.00646079,
17-Feb-16,0.02385653,0.0217242,
18-Feb-16,0.00337458,-0.00046399,
19-Feb-16,-0.00816784,-0.00349827,
22-Feb-16,0.01784273,0.0188515,
23-Feb-16,-0.01340525,-0.01264781,
24-Feb-16,-0.00691429,-0.00842701,
25-Feb-16,0.01352008,0.01512368,
26-Feb-16,0.01302021,0.01104826,
29-Feb-16,0.00339063,0.00259919,
01-Mar-16,0.01886051,0.01985904,
02-Mar-16,0.0077902,0.00594578,
03-Mar-16,-0.0022195,-0.00424932,
04-Mar-16,0.00237785,0.00170346,
07-Mar-16,0.00474441,0.00028216,
08-Mar-16,-0.01553694,-0.01343217,
09-Mar-16,0.00680798,0.00676985,
10-Mar-16,-0.0139081,-0.01362567,
11-Mar-16,0.01737707,0.020405,
14-Mar-16,0.00413603,0.00541458,
15-Mar-16,-0.00808543,-0.00599295,
16-Mar-16,0.00553676,0.00492937,
17-Mar-16,-0.00489446,-0.00781389,
18-Mar-16,0.00430372,0.00524383,
21-Mar-16,0.00198959,0.00049812,
22-Mar-16,0.00099282,0.00091722,
23-Mar-16,-0.00419623,-0.00154387,
24-Mar-16,-0.01003678,-0.00675656,
25-Mar-16,0,-0.00004479,
28-Mar-16,0,-0.00115215,
29-Mar-16,0.0058819,0.00769148,
30-Mar-16,0.00261599,0.00135448,
31-Mar-16,-0.00805771,-0.00784971,
1-Apr-16,-0.00255299,-0.00210449,
4-Apr-16,-0.00085318,-0.00101427,
5-Apr-16,-0.01436112,-0.01420838,
6-Apr-16,0.01023864,0.00913685,
7-Apr-16,-0.00795198,-0.00985289,
8-Apr-16,0.00463654,0.00657123,
11-Apr-16,0.00140801,-0.00045763,
12-Apr-16,0.01085768,0.01036993,
13-Apr-16,0.02248667,0.021309,
14-Apr-16,-0.00068017,0.00243756,
15-Apr-16,-0.00476443,-0.00347576,
18-Apr-16,0.00531915,0.00417853,
19-Apr-16,0.00929705,0.00664902,
20-Apr-16,0.00516738,0.0042774,
21-Apr-16,-0.00014901,-0.00248498,
22-Apr-16,0.00126677,0.00038883,
25-Apr-16,-0.00580487,-0.00427689,
26-Apr-16,-0.00014971,0.00073228,
27-Apr-16,0.00232088,0.00258175,
28-Apr-16,-0.00530326,-0.0038953,
29-Apr-16,-0.02387925,-0.01816791,
2-May-16,-0.00015386,0.00175419,
3-May-16,-0.01277218,-0.01289113,
4-May-16,-0.00966409,-0.00706229,
5-May-16,0,0.00623228,
6-May-16,0.00377745,-0.00073659,
9-May-16,0.00407683,0.00406939,
10-May-16,0.01085344,0.01078788,
11-May-16,-0.00672022,-0.00853469,
12-May-16,-0.00217746,-0.00096028,
13-May-16,0.00397475,0.00311711,
16-May-16,0,0.00352956,
17-May-16,0.00054339,-0.00533744,
18-May-16,0.00380169,0.00697065,
19-May-16,-0.00456021,-0.00334418,
20-May-16,0.01172451,0.00904834,
23-May-16,-0.00214889,-0.00193337,
24-May-16,0.02084295,0.01984343,
25-May-16,0.01062307,0.00977187,
26-May-16,-0.00119278,-0.00031025,
27-May-16,0.00656814,0.00574155,
30-May-16,0.00044491,0.00049172,
31-May-16,-0.00355766,-0.003795,
1-Jun-16,-0.00498364,-0.00553968,
2-Jun-16,0.0050086,0.00263329,
3-Jun-16,-0.01398393,-0.01330487,
6-Jun-16,0.00452625,0.00289338,
7-Jun-16,0.00908681,0.00691444,
8-Jun-16,-0.00267917,-0.00310456,
9-Jun-16,-0.00365644,-0.00189359,
10-Jun-16,-0.01333134,-0.01529447,
13-Jun-16,-0.01373918,-0.01382472,
14-Jun-16,-0.00454091,-0.0056854,
15-Jun-16,0.00208752,0.00294006,
16-Jun-16,0.00262325,0.00163206,
17-Jun-16,0.00030781,0.0003075,
20-Jun-16,0.01630895,0.0181091,
21-Jun-16,0.00749376,0.00735612,
22-Jun-16,0.00105184,0.00024079,
23-Jun-16,0,0.01059442,
24-Jun-16,-0.03572501,-0.04247955,
27-Jun-16,-0.02957659,-0.02319716,
28-Jun-16,0.01676291,0.01832127,
29-Jun-16,0.01869527,0.0213815,
30-Jun-16,0.00967942,0.01040608,
1-Jul-16,0.00345118,0.00447043,
4-Jul-16,-0.0031336,-0.00386682,
5-Jul-16,-0.01564057,-0.01087958,
6-Jul-16,-0.00295973,-0.00250586,
7-Jul-16,0.00601516,0.00405007,
8-Jul-16,0.01770461,0.01729718,
11-Jul-16,0.00907981,0.00927112,
12-Jul-16,0.01572779,0.00859971,
13-Jul-16,-0.00148887,-0.00345451,
14-Jul-16,0,0.0073486,
15-Jul-16,0.00663535,-0.00009409,
18-Jul-16,0.00296252,0.00238244,
19-Jul-16,-0.00177226,0.00015637,
20-Jul-16,0.00850718,0.00707584,
21-Jul-16,-0.00190714,-0.00194388,
22-Jul-16,-0.00029397,0.00297642,
25-Jul-16,0.00124972,-0.00063533,
26-Jul-16,0.00499266,0.00039389,
27-Jul-16,0.00526008,0.00125017,
28-Jul-16,-0.00973837,-0.00798904,
29-Jul-16,-0.00058711,0.00022469,
1-Aug-16,-0.00154208,-0.00324261,
2-Aug-16,-0.01559167,-0.01218643,
3-Aug-16,0.00336197,0.00378675,
4-Aug-16,0.00469099,0.00560077,
5-Aug-16,0.01556363,0.0123866,
8-Aug-16,0.00116763,-0.00014811,
9-Aug-16,0.0017494,0.00361232,
10-Aug-16,-0.00618497,-0.00486745,
11-Aug-16,0.00593059,0.00642725,
12-Aug-16,-0.00240192,-0.00119084,
15-Aug-16,0,0.00048366,
16-Aug-16,-0.00488837,-0.00916813,
17-Aug-16,-0.00461911,-0.00436572,
18-Aug-16,0.00375663,0.00232084,
19-Aug-16,-0.00022015,-0.00432509,
22-Aug-16,0.0005138,-0.00005958,
23-Aug-16,0.00762967,0.00587403,
24-Aug-16,0.00072807,0.00239482,
25-Aug-16,-0.00603856,-0.00642092,
26-Aug-16,0.00256185,0.00246768,
29-Aug-16,0.0059137,0.00646683,
30-Aug-16,0.00014516,0.00223926,
31-Aug-16,-0.00268505,-0.00205793,
01-Sep-16,-0.00189187,-0.00277159,
02-Sep-16,0.01078953,0.01334933,
05-Sep-16,0.00129823,0.00142476,
06-Sep-16,-0.00302528,-0.00421947,
07-Sep-16,0.00325121,0.00117239,
08-Sep-16,-0.0033847,-0.00401634,
09-Sep-16,-0.01192283,-0.01464313,
12-Sep-16,0.00021939,0.00170897,
13-Sep-16,-0.01286832,-0.01342962,
14-Sep-16,-0.00214799,-0.00063064,
15-Sep-16,0.0074228,0.00779253,
16-Sep-16,-0.00213675,-0.00218911,
19-Sep-16,0.0039873,0.00421694,
20-Sep-16,-0.00036773,0.00047723,
21-Sep-16,0.00963802,0.00886868,
22-Sep-16,0.00502806,0.00713556,
23-Sep-16,-0.00493039,-0.00509215,
26-Sep-16,-0.01391723,-0.0137632,
27-Sep-16,0.00628094,0.00633002,
28-Sep-16,0.00704949,0.00625473,
29-Sep-16,-0.00386466,-0.00580877,
30-Sep-16,0.00527048,0.00417447,
03-Oct-16,0.00029127,-0.00043508,
04-Oct-16,0.00662444,0.00310094,
05-Oct-16,0.00224183,-0.00114281,
06-Oct-16,0.00007216,-0.00035868,
07-Oct-16,-0.00562771,-0.00772841,
10-Oct-16,0.00580467,0.00788095,
11-Oct-16,-0.00476122,-0.00448633,
12-Oct-16,-0.00021745,0.00047659,
13-Oct-16,-0.00783006,-0.00670648,
14-Oct-16,0.00694191,0.00801684,
17-Oct-16,-0.00471698,-0.00419611,
18-Oct-16,0.01057237,0.01068302,
19-Oct-16,0.00252525,0.00386305,
20-Oct-16,0.00280677,0.00194903,
21-Oct-16,0.00244007,0.00320005,
24-Oct-16,0.00350802,0.00161661,
25-Oct-16,-0.0030677,-0.00223567,
26-Oct-16,-0.00271934,-0.00559191,
27-Oct-16,-0.00287026,-0.00131875,
28-Oct-16,-0.00230282,-0.00335717,
31-Oct-16,-0.00403924,-0.00411902,
01-Nov-16,0,-0.01268217,
02-Nov-16,-0.02187138,-0.01198218,
03-Nov-16,-0.0012587,-0.00138646,
04-Nov-16,-0.0045222,-0.0059865,
07-Nov-16,0.02249032,0.02269293,
08-Nov-16,0.00189366,0.00333508,
09-Nov-16,0.02115441,0.0169421,
10-Nov-16,0.01103438,0.0025453,
11-Nov-16,0,-0.00213727,
14-Nov-16,0.00690044,0.00744431,
15-Nov-16,0.00573427,0.00571641,
16-Nov-16,-0.00083438,0.00035761,
17-Nov-16,0.00340988,0.00629457,
18-Nov-16,0.00180318,0.00120347,
21-Nov-16,0.00359986,0.00319132,
22-Nov-16,0.00317307,0.00345354,
23-Nov-16,0.00288799,0.00280814,
24-Nov-16,0.00006856,0.00006343,
25-Nov-16,0.00054847,0.00120907,
28-Nov-16,-0.00637248,-0.0052784,
29-Nov-16,-0.0019309,0.0007856,
30-Nov-16,0.00248739,0.00182761,
1-Dec-16,-0.00689227,-0.00489423,
2-Dec-16,-0.00256784,-0.00356716,
5-Dec-16,0.00347899,0.00302375,
6-Dec-16,0.00346693,0.00671131,
7-Dec-16,0.00995025,0.01009007,
8-Dec-16,0.01388889,0.01439515,
9-Dec-16,0.00776031,0.01137765,
12-Dec-16,-0.00401768,-0.00626237,
13-Dec-16,0.00752992,0.00738261,
14-Dec-16,-0.00653944,-0.00742075,
15-Dec-16,0.01779957,0.01774466,
16-Dec-16,-0.00217779,0.00032413,
19-Dec-16,0.00046296,-0.00066786,
20-Dec-16,0.00621405,0.00689302,
21-Dec-16,-0.0052559,-0.00490615,
22-Dec-16,-0.00376461,-0.0029808,
23-Dec-16,0.00046407,0.00113626,
26-Dec-16,0,0.00047844,
27-Dec-16,0.0020542,0.00095291,
28-Dec-16,-0.0004629,0.00061158,
29-Dec-16,-0.00721138,-0.00565367,
30-Dec-16,-0.004998,-0.00375964,
02-Jan-17,0.00200924,0.00716933,
03-Jan-17,0.01731168,0.01015605,
04-Jan-17,-0.00183968,-0.00155181,
05-Jan-17,-0.00658241,-0.00609292,
06-Jan-17,0.00231911,0.00309984,
09-Jan-17,-0.00039664,-0.00347106,
10-Jan-17,-0.00066133,-0.00131241,
11-Jan-17,0.00840447,0.00809347,
12-Jan-17,-0.01456884,-0.01276178,
13-Jan-17,0.00679275,0.00760923,
16-Jan-17,-0.00363805,-0.0029374,
17-Jan-17,-0.00723627,-0.00691103,
18-Jan-17,0.0009362,0.00219176,
19-Jan-17,0.00113576,0.00212081,
20-Jan-17,-0.001001,-0.0014947,
23-Jan-17,-0.00975284,-0.00698092,
24-Jan-17,0.00357528,0.00414022,
25-Jan-17,0.0139141,0.01107958,
26-Jan-17,0.00218775,0.00373443,
27-Jan-17,-0.00205067,-0.00373288,
30-Jan-17,-0.00835211,-0.007564,
31-Jan-17,-0.00868984,-0.00868565,
1-Feb-17,0.00714767,0.00631541,
2-Feb-17,-0.00348152,-0.0026487,
3-Feb-17,0.00692018,0.00699581,
6-Feb-17,-0.00126777,-0.0020029,
7-Feb-17,0.0007349,0.00389685,
8-Feb-17,-0.00126844,0.00077122,
9-Feb-17,0.00808824,0.00899284,
10-Feb-17,0.00596777,0.00478459,
13-Feb-17,0.00922813,0.0075599,
14-Feb-17,0.00496375,0.00376997,
15-Feb-17,0.00285956,0.00388424,
16-Feb-17,-0.00641566,-0.00637037,
17-Feb-17,0.00104357,0.0021694,
20-Feb-17,0.00241074,0.00165194,
21-Feb-17,0.01117972,0.01012903,
22-Feb-17,-0.00070708,-0.00064655,
23-Feb-17,-0.00289464,-0.00237056,
24-Feb-17,-0.00019354,-0.00233779,
27-Feb-17,-0.00258098,-0.00181735,
28-Feb-17,-0.00155259,-0.00087658,
01-Mar-17,0.01930802,0.01756498,
02-Mar-17,-0.00076278,-0.00137637,
03-Mar-17,-0.00184478,-0.00190781,
06-Mar-17,-0.00471608,-0.00558229,
07-Mar-17,-0.00230518,-0.00159564,
08-Mar-17,0.00070599,0.0001391,
09-Mar-17,-0.00333504,0.00038436,
10-Mar-17,-0.00122265,-0.00218815,
13-Mar-17,0.00070872,0.00215796,
14-Mar-17,-0.00334793,-0.00233194,
15-Mar-17,0.00736434,0.0066106,
16-Mar-17,-0.00378351,-0.00140857,
17-Mar-17,0.00025748,0.0003216,
20-Mar-17,-0.00180192,-0.00208417,
21-Mar-17,-0.0121849,-0.01143696,
22-Mar-17,-0.00058739,-0.00090687,
23-Mar-17,0.0048978,0.00467164,
24-Mar-17,-0.00155966,-0.00185955,
27-Mar-17,-0.00598802,-0.00590416,
28-Mar-17,0.00851231,0.00724913,
29-Mar-17,0.00824568,0.00745112,
30-Mar-17,0.0045077,0.00545864,
31-Mar-17,0.00185909,0.00190908,
3-Apr-17,-0.00243153,-0.00167929,
4-Apr-17,-0.00019243,0.00078807,
5-Apr-17,-0.00192468,-0.00135281,
6-Apr-17,0.00289259,0.00308171,
7-Apr-17,0.00217921,0.00226436,
10-Apr-17,0.00051164,0.00117192,
11-Apr-17,-0.00236512,-0.00170747,
12-Apr-17,-0.00140962,-0.00115095,
13-Apr-17,-0.00596728,-0.00536794,
14-Apr-17,0,0.0006596,
17-Apr-17,0,0.002312,
18-Apr-17,-0.00774593,-0.00895342,
19-Apr-17,0.00221181,-0.00039357,
20-Apr-17,0.00311567,0.00299779,
21-Apr-17,0.00226479,0.00192384,
24-Apr-17,0.00826393,0.0090985,
25-Apr-17,0.0035218,0.00107366,
26-Apr-17,0.00350944,0.0040235,
27-Apr-17,0.00063585,0.00002076,
28-Apr-17,-0.00463875,-0.00247451,
1-May-17,0,-0.00038927,
2-May-17,0.00491573,0.00488735,
3-May-17,-0.00057176,-0.00081692,
4-May-17,0.00101704,0.00323919,
5-May-17,0.00596901,0.00365948,
8-May-17,0,0.0018238,
9-May-17,0.00498674,0.00352551,
10-May-17,0.00295208,0.00268945,
11-May-17,-0.00375752,-0.00289693,
12-May-17,-0.00207443,-0.0016055,
15-May-17,0.0015748,0.00123988,
16-May-17,-0.00352201,-0.00472713,
17-May-17,-0.01697804,-0.01787727,
18-May-17,-0.0012199,0.00071388,
19-May-17,0.0035999,0.00313075,
22-May-17,0.00019216,0.00051419,
23-May-17,0.0024976,0.00366449,
24-May-17,0.00210809,0.0033449,
25-May-17,0,0.00097658,
26-May-17,-0.00229489,0.00035546,
29-May-17,0.00063894,0.0000369,
30-May-17,-0.00191559,-0.00151016,
31-May-17,-0.00371058,-0.00321002,
1-Jun-17,0.00635716,0.00702098,
2-Jun-17,0.0015952,0.00082379,
5-Jun-17,0,-0.00036905,
6-Jun-17,-0.00605211,-0.00537367,
7-Jun-17,-0.00102551,0.00116666,
8-Jun-17,0.00282305,0.0020219,
9-Jun-17,0.00428663,0.00405965,
12-Jun-17,-0.00458686,-0.00660619,
13-Jun-17,0.004032,0.00514174,
14-Jun-17,-0.00675676,-0.00512382,
15-Jun-17,0.00211783,0.00261421,
16-Jun-17,-0.00102466,0.0011307,
19-Jun-17,0.00916725,0.00987481,
20-Jun-17,-0.00476432,-0.00488084,
21-Jun-17,-0.00070211,-0.00187914,
22-Jun-17,0.0009581,-0.00079232,
23-Jun-17,0,-0.00277142,
26-Jun-17,0.00038287,0.00217163,
27-Jun-17,-0.00995088,-0.01163151,
28-Jun-17,0.00154629,0.00065189,
29-Jun-17,-0.01395947,-0.013713,
30-Jun-17,-0.00019572,0.00009906,
3-Jul-17,0.00828711,0.00818072,
4-Jul-17,-0.00051773,-0.0010028,
5-Jul-17,0.0006475,0.0028304,
6-Jul-17,-0.00957681,-0.0107851,
7-Jul-17,0.00254802,0.00331293,
10-Jul-17,0.00280222,0.00289824,
11-Jul-17,-0.00461398,-0.00510755,
12-Jul-17,0.00985833,0.01150853,
13-Jul-17,0.00297388,0.00266661,
14-Jul-17,0,0.00114634,
17-Jul-17,0.00083795,-0.00072377,
18-Jul-17,-0.01017582,-0.00969202,
19-Jul-17,0.01060576,0.0091629,
20-Jul-17,-0.00637394,-0.0065834,
21-Jul-17,-0.0084883,-0.00685689,
24-Jul-17,-0.00130702,-0.00067913,
25-Jul-17,0.0021594,0.00279996,
26-Jul-17,0.00372184,0.00407555,
27-Jul-17,-0.00565964,-0.00213831,
28-Jul-17,-0.00739287,-0.00900773,
31-Jul-17,-0.00382283,-0.00274809,
1-Aug-17,0.00344052,0.00364205,
2-Aug-17,-0.00494527,-0.0036856,
3-Aug-17,-0.0011265,-0.00150523,
4-Aug-17,0.01028261,0.01138126,
7-Aug-17,-0.00203559,-0.00141785,
8-Aug-17,0.00611923,0.00216458,
9-Aug-17,-0.00372768,-0.00398199,
10-Aug-17,-0.01129053,-0.01160412,
11-Aug-17,-0.00610809,-0.00614228,
14-Aug-17,0.00908484,0.01059347,
15-Aug-17,0,0.00351061,
16-Aug-17,0.00761287,0.00473403,
17-Aug-17,-0.01051179,-0.01182778,
18-Aug-17,-0.00517894,-0.00451825,
21-Aug-17,-0.00547287,-0.00443969,
22-Aug-17,0.01033488,0.01172453,
23-Aug-17,-0.00531385,-0.00632439,
24-Aug-17,-0.00020033,0.00002933,
25-Aug-17,-0.00360673,-0.00244854,
28-Aug-17,-0.00636815,-0.00626958,
29-Aug-17,-0.00802806,-0.00715259,
30-Aug-17,0.01054135,0.01071464,
31-Aug-17,0.00504745,0.00773903,
01-Sep-17,0.00462033,0.00361878,
04-Sep-17,-0.00333267,-0.003905,
05-Sep-17,-0.00414633,-0.00464886,
06-Sep-17,0.00369351,0.00141683,
07-Sep-17,-0.00100361,-0.00167163,
08-Sep-17,-0.00087067,-0.00005451,
11-Sep-17,0.0111275,0.01193565,
12-Sep-17,0.00769027,0.00540778,
13-Sep-17,0.00328947,0.00225589,
14-Sep-17,0.0064918,0.002302,
15-Sep-17,-0.0039742,-0.00497152,
18-Sep-17,0.00477499,0.00301359,
19-Sep-17,0.0001953,-0.00006986,
20-Sep-17,-0.00208279,-0.00083367,
21-Sep-17,0.00482651,0.00330495,
22-Sep-17,-0.00012982,-0.00162358,
25-Sep-17,0.00597247,0.00402679,
26-Sep-17,0.00587248,0.00478786,
27-Sep-17,0.00609482,0.00559953,
28-Sep-17,-0.00076521,-0.00079997,
29-Sep-17,0.00242502,0.00230498,
02-Oct-17,0.00878533,0.00771288,
03-Oct-17,0.00031554,0.00160509,
04-Oct-17,0.00037853,-0.00069019,
05-Oct-17,0.00340544,0.00637156,
06-Oct-17,-0.00301678,-0.00324458,
09-Oct-17,-0.00100864,-0.00001309,
10-Oct-17,-0.00271345,-0.00195832,
11-Oct-17,-0.00196153,0.00007518,
12-Oct-17,-0.00088759,-0.00071002,
13-Oct-17,0.00241132,0.00225653,
16-Oct-17,0.00291195,0.00217229,
17-Oct-17,0.00126239,0.00159412,
18-Oct-17,0.00151295,0.00088998,
19-Oct-17,-0.00352489,-0.00596374,
20-Oct-17,0.00448487,0.00692722,
23-Oct-17,0.00119482,0.00051983,
24-Oct-17,-0.00100496,-0.00125151,
25-Oct-17,-0.00836215,-0.00725836,
26-Oct-17,0.0109054,0.01027071,
27-Oct-17,0.0099724,0.0117085,
30-Oct-17,-0.00316711,-0.00291485,
31-Oct-17,0.00099676,0.00149813,
01-Nov-17,0,0.00390356,
02-Nov-17,0.00136918,-0.00432166,
03-Nov-17,0.00596644,0.00547157,
06-Nov-17,0.00315087,0.00242095,
07-Nov-17,-0.0004927,-0.00241905,
08-Nov-17,0.00086265,0.00004103,
09-Nov-17,-0.00978883,-0.00876087,
10-Nov-17,-0.00317085,-0.00383229,
13-Nov-17,-0.00523919,-0.00276419,
14-Nov-17,-0.00902878,-0.00781401,
15-Nov-17,-0.00721291,-0.00673326,
16-Nov-17,0.00955962,0.00942607,
17-Nov-17,-0.00233571,-0.00345552,
20-Nov-17,0.00778284,0.005474,
21-Nov-17,0.00483456,0.00613118,
22-Nov-17,-0.00368658,-0.00431122,
23-Nov-17,-0.00163061,-0.00219575,
24-Nov-17,-0.00270117,-0.00305646,
27-Nov-17,-0.00289746,-0.00165615,
28-Nov-17,0.01036008,0.00969039,
29-Nov-17,0.00112542,0.00176869,
30-Nov-17,-0.00056208,-0.00025797,
1-Dec-17,-0.00349934,-0.00215731,
4-Dec-17,0.00608265,0.00476857,
5-Dec-17,-0.00280479,-0.00122895,
6-Dec-17,-0.00056254,0.00121809,
7-Dec-17,0.00062539,0.00172702,
8-Dec-17,0.0071875,0.0076493,
11-Dec-17,0.00006205,-0.00076341,
12-Dec-17,0.00595681,0.00726736,
13-Dec-17,-0.00222058,-0.00296811,
14-Dec-17,-0.00642928,-0.00434848,
15-Dec-17,0.00360876,0.00319499,
18-Dec-17,0.01078735,0.00711686,
19-Dec-17,-0.00404809,-0.00395329,
20-Dec-17,-0.00529622,-0.00666817,
21-Dec-17,0.00433383,0.00522537,
22-Dec-17,-0.00006164,0.00025675,
25-Dec-17,0,-0.00199914,
26-Dec-17,0,0.00001215,
27-Dec-17,-0.00277418,-0.00065284,
28-Dec-17,-0.00197824,-0.00214055,
29-Dec-17,-0.00650396,-0.00537398,
01-Jan-18,0,0.00027084,
02-Jan-18,0.00211983,0.00101324,
03-Jan-18,0.0077148,0.00644305,
04-Jan-18,0.00629746,0.00441414,
05-Jan-18,0.00938708,0.00974492,
08-Jan-18,0.00443715,0.00466493,
09-Jan-18,0.00332829,0.00530861,
10-Jan-18,-0.00609168,-0.0047746,
11-Jan-18,0.00030342,-0.00051294,
12-Jan-18,0.00254793,0.00062204,
15-Jan-18,-0.00599056,-0.00532779,
16-Jan-18,0.00267852,0.00012648,
17-Jan-18,0.00200352,0.004047,
18-Jan-18,0.00078769,0.00006444,
19-Jan-18,0.00466186,0.00557319,
22-Jan-18,0.00409787,0.00458141,
23-Jan-18,-0.0007202,0.00001524,
24-Jan-18,-0.00708709,-0.00618708,
25-Jan-18,-0.00731914,-0.00725557,
26-Jan-18,0.01243069,0.01165931,
29-Jan-18,-0.00072224,-0.00177334,
30-Jan-18,-0.01355177,-0.01124474,
31-Jan-18,-0.00439614,-0.00290187,
1-Feb-18,-0.00404759,-0.00317215,
2-Feb-18,-0.01699507,-0.01673958,
5-Feb-18,-0.02349035,-0.027789,
6-Feb-18,-0.00141125,0.00119158,
7-Feb-18,0.00957153,0.00953383,
8-Feb-18,-0.02087045,-0.02630518,
9-Feb-18,-0.0004549,0.00099082,
12-Feb-18,0.01014238,0.012175,
13-Feb-18,-0.00637189,-0.00554642,
14-Feb-18,0.00855033,0.01012759,
15-Feb-18,0.00327553,0.00593256,
16-Feb-18,0.00652967,0.00730201,
19-Feb-18,-0.00038161,-0.00085219,
20-Feb-18,0.00216326,0.00193343,
21-Feb-18,-0.00228557,-0.00079122,
22-Feb-18,0.00108177,0.00021399,
23-Feb-18,0.00642004,0.01027417,
26-Feb-18,0.00776858,0.00847925,
27-Feb-18,-0.00325896,-0.00476656,
28-Feb-18,-0.00685362,-0.00690529,
01-Mar-18,-0.0119025,-0.01270064,
02-Mar-18,-0.01191773,-0.01280823,
05-Mar-18,0.00590104,0.00962999,
06-Mar-18,0.00128932,-0.00052207,
07-Mar-18,0.00212465,0.00145497,
08-Mar-18,0.00815933,0.01080264,
09-Mar-18,0.0083482,0.01122259,
12-Mar-18,0.00044239,0.00074748,
13-Mar-18,-0.0102969,-0.01091853,
