Date,NAV,NAVexCash,%NeC,NAVexAll,%NeA,Perf,PerfExCash,PerfExAll
16.04.2013,4794723.561,2893512.561,0.603478496,2893512.561,0.603478496,-0.000212386,-0.000351886,-0.000351886
17.04.2013,4782305.166,2892094.166,0.604748979,2892094.166,0.604748979,-0.00845138,-0.014004443,-0.014004443
18.04.2013,4773653.823,2882653.823,0.603867379,2882653.823,0.603867379,-0.001474698,-0.002438529,-0.002438529
19.04.2013,4756365.879,2940737.879,0.61827411,2940737.879,0.61827411,0.002245063,0.003717807,0.003717807
22.04.2013,4770398.293,3180865.293,0.666792393,3180865.293,0.666792393,0.003831849,0.006197377,0.006197377
23.04.2013,4824885.21,3235352.21,0.670555271,3235352.21,0.670555271,0.011421892,0.017129607,0.017129607
24.04.2013,4872945.278,3275516.278,0.672184088,3275516.278,0.672184088,0.008976432,0.013386565,0.013386565
25.04.2013,4900621.656,3303192.656,0.674035436,3303192.656,0.674035436,0.005369564,0.007988235,0.007988235
26.04.2013,4955121.205,3350987.205,0.676267455,3350987.205,0.676267455,0.000136381,0.000202335,0.000202335
29.04.2013,4966032.271,3361898.271,0.67697874,3361898.271,0.67697874,0.004494033,0.006645349,0.006645349
30.04.2013,4974362.263,3370228.263,0.677519667,3370228.263,0.677519667,0.001670874,0.002468134,0.002468134
01.05.2013,4961723.961,3357589.961,0.676698258,3357589.961,0.676698258,-0.002540692,-0.00374999,-0.00374999
02.05.2013,4996054.145,3391920.145,0.678919813,3391920.145,0.678919813,0.006903973,0.010202439,0.010202439
03.05.2013,4986012.228,3381878.228,0.678273152,3381878.228,0.678273152,0.006493245,0.009564083,0.009564083
06.05.2013,5000426.695,3396292.695,0.679200577,3396292.695,0.679200577,0.002875327,0.004239187,0.004239187
07.05.2013,4996896.127,3392762.127,0.678973915,3392762.127,0.678973915,-0.000706056,-0.00103954,-0.00103954
08.05.2013,4986630.531,3434630.531,0.688767798,3434630.531,0.688767798,-0.001252384,-0.001844524,-0.001844524
09.05.2013,4985225.696,3433225.696,0.688680093,3433225.696,0.688680093,-0.00016026,-0.000232676,-0.000232676
10.05.2013,5015389.546,3412004.546,0.680306986,3412004.546,0.680306986,0.004947764,0.007184416,0.007184416
13.05.2013,5019742.015,3361960.015,0.66974757,3361960.015,0.66974757,0.000918654,0.001350352,0.001350352
14.05.2013,5039207.881,3381874.881,0.671112397,3381874.881,0.671112397,0.00411557,0.006144957,0.006144957
15.05.2013,5065232.591,3459771.591,0.683042985,3459771.591,0.683042985,0.005778972,0.008611034,0.008611034
16.05.2013,5059644.079,3400473.079,0.672077527,3400473.079,0.672077527,-0.001062854,-0.001556057,-0.001556057
17.05.2013,5101946.878,3398473.878,0.666113144,3398473.878,0.666113144,0.008910388,0.013257976,0.013257976
20.05.2013,5113597.773,3407859.773,0.66643094,3407859.773,0.66643094,0.001839681,0.002761814,0.002761814
21.05.2013,5116701.837,3410963.837,0.666633301,3410963.837,0.666633301,0.000607008,0.000910834,0.000910834
22.05.2013,5151228.109,3398063.109,0.659660772,3398063.109,0.659660772,-0.00232097,-0.00348163,-0.00348163
23.05.2013,5114503.403,3413328.403,0.667382175,3413328.403,0.667382175,-0.006991629,-0.010598825,-0.010598825
24.05.2013,5102318.442,3405562.442,0.667453919,3405562.442,0.667453919,-0.001302386,-0.001951485,-0.001951485
27.05.2013,5110697.152,3409692.152,0.667167717,3409692.152,0.667167717,0.000809386,0.001212646,0.001212646
28.05.2013,5148403.288,3447398.288,0.669605331,3447398.288,0.669605331,0.007377897,0.011058534,0.011058534
29.05.2013,5102134.517,3401129.517,0.666609143,3401129.517,0.666609143,-0.008018171,-0.011974473,-0.011974473
30.05.2013,5101728.958,3400600.958,0.666558531,3400600.958,0.666558531,0.000138128,0.00020721,0.00020721
31.05.2013,5070980.018,3368846.448,0.66433834,3368846.448,0.66433834,-0.005868281,-0.008803849,-0.008803849
03.06.2013,5074764.542,3372630.972,0.664588661,3372630.972,0.664588661,0.000746312,0.001123392,0.001123392
04.06.2013,5062606.826,3360473.256,0.66378318,3360473.256,0.66378318,-0.002395718,-0.003604813,-0.003604813
05.06.2013,5019912.48,3311703.21,0.659713336,3311703.21,0.659713336,-0.00964396,-0.01452878,-0.01452878
06.06.2013,4995094.82,3630951.68,0.726903454,3630951.68,0.726903454,-0.004608659,-0.006985851,-0.006985851
07.06.2013,5030095.815,3666219.165,0.728856726,3666219.165,0.728856726,0.006126974,0.008428869,0.008428869
10.06.2013,5040120.97,3723753.97,0.73882234,3723753.97,0.73882234,0.001905638,0.002614558,0.002614558
11.06.2013,4987992.814,3671899.814,0.736147775,3671899.814,0.736147775,-0.010288277,-0.013925239,-0.013925239
12.06.2013,4964951.19,3698175.19,0.744856303,3698175.19,0.744856303,-0.004597004,-0.006244675,-0.006244675
13.06.2013,4987061.836,3744196.836,0.750782116,3744196.836,0.750782116,0.00437083,0.005868018,0.005868018
14.06.2013,4977122.038,3734881.038,0.750409777,3734881.038,0.750409777,-0.002411685,-0.00321223,-0.00321223
17.06.2013,5009829.014,3767588.014,0.752039242,3767588.014,0.752039242,0.006571478,0.008757186,0.008757186
18.06.2013,5007008.388,3814092.388,0.761750749,3814092.388,0.761750749,-0.000357845,-0.000475833,-0.000475833
19.06.2013,4837050.126,3885164.126,0.803209399,3885164.126,0.803209399,-0.005465677,-0.007175152,-0.007175152
20.06.2013,4759747.119,4049926.119,0.850870018,4049926.119,0.850870018,-0.016107789,-0.020054284,-0.020054284
21.06.2013,4878514.426,4213971.426,0.863781688,4213971.426,0.863781688,-0.003716979,-0.004368445,-0.004368445
24.06.2013,5586276.806,4026096.806,0.720712014,4026096.806,0.720712014,-0.0119505,-0.013834212,-0.013834212
25.06.2013,5630761.095,4070581.095,0.722918452,4070581.095,0.722918452,0.007963121,0.011048963,0.011048963
26.06.2013,5686954.764,4464271.764,0.785002158,4464271.764,0.785002158,0.010005883,0.013840957,0.013840957
27.06.2013,5707407.163,4510561.523,0.790299587,4510561.523,0.790299587,0.003671303,0.004676806,0.004676806
28.06.2013,5692300.053,4653544.053,0.817515593,4653544.053,0.817515593,-0.003598373,-0.004553175,-0.004553175
01.07.2013,6221817.624,4684641.624,0.752937792,4684641.624,0.752937792,0.005886634,0.007200638,0.007200638
02.07.2013,6222847.651,4685671.651,0.752978687,4685671.651,0.752978687,0.000165563,0.000219889,0.000219889
03.07.2013,6221881.202,4790040.202,0.769870084,4790040.202,0.769870084,-0.000657618,-0.000873355,-0.000873355
04.07.2013,6264461.236,4833047.236,0.771502457,4833047.236,0.771502457,0.007371249,0.009574666,0.009574666
05.07.2013,6265513.263,4834263.263,0.771566999,4834263.263,0.771566999,-0.000440321,-0.000570732,-0.000570732
08.07.2013,6306172.694,4874586.694,0.772986553,4874586.694,0.772986553,0.006650567,0.008621271,0.008621271
09.07.2013,6365020.729,4987323.729,0.783551844,4987323.729,0.783551844,0.008987529,0.011627019,0.011627019
10.07.2013,6363291.611,4985594.611,0.783493028,4985594.611,0.783493028,-0.000271677,-0.000346725,-0.000346725
11.07.2013,6526161.33,5000734.33,0.766259686,5000734.33,0.766259686,0.002774331,0.003540977,0.003540977
12.07.2013,6519952.069,4994661.069,0.766057943,4994661.069,0.766057943,-0.00147895,-0.001930089,-0.001930089
15.07.2013,6536073.242,5045772.242,0.771988326,5045772.242,0.771988326,0.002490222,0.003250696,0.003250696
16.07.2013,6504640.216,5014339.216,0.770886482,5014339.216,0.770886482,-0.004809153,-0.006229567,-0.006229567
17.07.2013,6540657.664,5051345.664,0.77229935,5051345.664,0.77229935,0.005745729,0.007453405,0.007453405
18.07.2013,6564449.019,5133606.019,0.782031516,5133606.019,0.782031516,0.004390844,0.005685418,0.005685418
19.07.2013,6551569.438,5165703.438,0.788468089,5165703.438,0.788468089,-0.002428842,-0.003105811,-0.003105811
22.07.2013,6551007.22,5165314.22,0.788476344,5165314.22,0.788476344,-5.94E-05,-7.53E-05,-7.53E-05
23.07.2013,6529186.026,4965359.026,0.760486683,4965359.026,0.760486683,-0.003238177,-0.004106879,-0.004106879
24.07.2013,6546048.195,5150582.195,0.78682314,5150582.195,0.78682314,0.002653767,0.003489564,0.003489564
25.07.2013,6518118.83,5123731.83,0.786075241,5123731.83,0.786075241,-0.004097186,-0.005207252,-0.005207252
26.07.2013,6506024.186,5111340.186,0.785631907,5111340.186,0.785631907,-0.002192404,-0.002789051,-0.002789051
29.07.2013,6502458.769,5107774.769,0.785514365,5107774.769,0.785514365,-0.000643115,-0.000818596,-0.000818596
30.07.2013,6479086.747,5084402.747,0.78474065,5084402.747,0.78474065,-0.003543255,-0.004510745,-0.004510745
31.07.2013,6465198.521,5070514.521,0.784278241,5070514.521,0.784278241,-0.002241168,-0.002855935,-0.002855935
01.08.2013,6518655.896,5121502.896,0.785668545,5121502.896,0.785668545,0.008347067,0.010642992,0.010642992
02.08.2013,6538555.654,4939770.654,0.755483461,4939770.654,0.755483461,0.001188914,0.001513251,0.001513251
05.08.2013,6541113.342,4942328.342,0.755579071,4942328.342,0.755579071,0.000693812,0.000918368,0.000918368
06.08.2013,6513115.138,4914330.138,0.754528368,4914330.138,0.754528368,-0.004626088,-0.006122573,-0.006122573
07.08.2013,6600998.954,4905468.954,0.743140393,4905468.954,0.743140393,-0.001322196,-0.001752348,-0.001752348
08.08.2013,6615919.288,4808458.288,0.726801232,4808458.288,0.726801232,0.002621451,0.003527532,0.003527532
09.08.2013,6629183.474,4823080.474,0.727552721,4823080.474,0.727552721,0.001400486,0.001926917,0.001926917
12.08.2013,6648315.205,4840180.205,0.728031096,4840180.205,0.728031096,0.002625425,0.00360857,0.00360857
13.08.2013,6682402.48,4874267.48,0.729418423,4874267.48,0.729418423,0.005612452,0.007709083,0.007709083
14.08.2013,6683655.915,4875520.915,0.729469167,4875520.915,0.729469167,0.000350642,0.000480715,0.000480715
15.08.2013,6626753.247,4827632.247,0.728506414,4827632.247,0.728506414,-0.008501344,-0.011654151,-0.011654151
16.08.2013,6605013.184,4991302.184,0.755683909,4991302.184,0.755683909,-0.003439521,-0.004721332,-0.004721332
19.08.2013,6636784.357,4971801.357,0.749128055,4971801.357,0.749128055,-0.003268809,-0.004325629,-0.004325629
20.08.2013,6601737.961,5108325.961,0.773785023,5108325.961,0.773785023,-0.004881673,-0.006516474,-0.006516474
21.08.2013,6584205.413,5090793.413,0.773182654,5090793.413,0.773182654,-0.003359299,-0.004341386,-0.004341386
22.08.2013,6638591.698,5142012.698,0.774563783,5142012.698,0.774563783,0.008707636,0.011262069,0.011262069
23.08.2013,6672170.91,5271900.91,0.790132774,5271900.91,0.790132774,0.005014427,0.006473873,0.006473873
26.08.2013,6669635.78,5271042.78,0.790304441,5271042.78,0.790304441,-0.000477163,-0.000603902,-0.000603902
27.08.2013,6633004.702,5350000.702,0.806572729,5350000.702,0.806572729,-0.012793222,-0.016187714,-0.016187714
28.08.2013,6637889.679,5387647.679,0.811650681,5387647.679,0.811650681,0.00071423,0.000885512,0.000885512
29.08.2013,6671391.838,5415623.838,0.811768214,5415623.838,0.811768214,0.004715003,0.005809153,0.005809153
30.08.2013,6642497.082,5388251.082,0.81117854,5388251.082,0.81117854,-0.004828205,-0.005947763,-0.005947763
02.09.2013,6682203.948,5427514.948,0.812234255,5427514.948,0.812234255,0.006486363,0.007996221,0.007996221
03.09.2013,6687714.173,5427498.173,0.811562521,5427498.173,0.811562521,0.000279078,0.000343593,0.000343593
04.09.2013,6714480.415,5454264.415,0.812313698,5454264.415,0.812313698,0.005165124,0.006364419,0.006364419
05.09.2013,6758606.635,5489971.635,0.812293411,5489971.635,0.812293411,0.00540816,0.006657724,0.006657724
06.09.2013,6777924.972,5504430.972,0.812111523,5504430.972,0.812111523,0.001636305,0.002014426,0.002014426
09.09.2013,6787263.472,5508807.472,0.811638961,5508807.472,0.811638961,0.001683483,0.00207297,0.00207297
10.09.2013,6843034.032,5559139.392,0.812379329,5559139.392,0.812379329,0.008301182,0.010227678,0.010227678
11.09.2013,6841928.182,5558033.542,0.812349004,5558033.542,0.812349004,0.000278976,0.000343406,0.000343406
12.09.2013,6839584.715,5555081.715,0.812195761,5555081.715,0.812195761,-0.000703583,-0.00086611,-0.00086611
13.09.2013,6866129.898,5583713.268,0.813225696,5583713.268,0.813225696,0.004317048,0.00531528,0.00531528
16.09.2013,6874246.373,5586518.373,0.812673575,5586518.373,0.812673575,0.000993489,0.001221664,0.001221664
17.09.2013,6890829.358,5599995.358,0.812673637,5599995.358,0.812673637,0.002311172,0.002843912,0.002843912
18.09.2013,6940223.228,5640173.228,0.812678936,5640173.228,0.812678936,0.007116219,0.008756553,0.008756553
19.09.2013,6906096.251,5545296.251,0.802956699,5545296.251,0.802956699,-0.004171871,-0.00513348,-0.00513348
20.09.2013,7247640.2,5402734.2,0.745447353,5402734.2,0.745447353,-0.005737134,-0.00714501,-0.00714501
23.09.2013,7160985.753,5399442.753,0.754008308,5399442.753,0.754008308,-0.001164478,-0.00156212,-0.00156212
24.09.2013,7162707.196,5401164.196,0.754067428,5401164.196,0.754067428,0.000467032,0.000619399,0.000619399
25.09.2013,7161318.383,5399775.383,0.754019734,5399775.383,0.754019734,-0.000682287,-0.000904809,-0.000904809
26.09.2013,7173992.49,5409717.49,0.754073481,5409717.49,0.754073481,0.001889438,0.00250582,0.00250582
27.09.2013,7133998.799,5378133.799,0.753873662,5378133.799,0.753873662,-0.005268878,-0.00698722,-0.00698722
30.09.2013,7102389.287,5345901.287,0.752690548,5345901.287,0.752690548,-0.005411526,-0.007178292,-0.007178292
01.10.2013,7126668.425,5369527.425,0.753441455,5369527.425,0.753441455,0.004543085,0.006035794,0.006035794
02.10.2013,7088529.005,5450538.005,0.768923708,5450538.005,0.768923708,-0.005300467,-0.007035008,-0.007035008
03.10.2013,7041599.221,5405152.221,0.767602934,5405152.221,0.767602934,-0.007503685,-0.009758686,-0.009758686
04.10.2013,7066317.268,5584749.268,0.790333784,5584749.268,0.790333784,0.004071221,0.005303811,0.005303811
07.10.2013,7047697.69,5566129.69,0.789779859,5566129.69,0.789779859,-0.004071238,-0.005151289,-0.005151289
08.10.2013,6988747.332,5507179.332,0.788006644,5507179.332,0.788006644,-0.009570097,-0.012117424,-0.012117424
09.10.2013,6991577.079,5506410.079,0.787577683,5506410.079,0.787577683,-0.00013008,-0.000165075,-0.000165075
10.10.2013,7090274.79,5698016.79,0.803638358,5698016.79,0.803638358,0.017273914,0.021932965,0.021932965
11.10.2013,6993466.929,5707808.929,0.816162997,5707808.929,0.816162997,0.002215995,0.002757453,0.002757453
14.10.2013,7526735.489,5731559.489,0.761493412,5731559.489,0.761493412,0.003833244,0.004696664,0.004696664
15.10.2013,7556204.643,5759633.643,0.76223897,5759633.643,0.76223897,0.002855274,0.003749571,0.003749571
16.10.2013,7571858.812,5775287.812,0.76273052,5775287.812,0.76273052,0.00374063,0.004907424,0.004907424
17.10.2013,7583518.915,5790696.915,0.763589698,5790696.915,0.763589698,0.003176201,0.004164251,0.004164251
18.10.2013,7566320.969,5829034.969,0.770392241,5829034.969,0.770392241,0.005149639,0.006743987,0.006743987
21.10.2013,7600223.525,5862937.525,0.77141646,5862937.525,0.77141646,0.004613035,0.005987905,0.005987905
22.10.2013,7615824.642,5881551.642,0.77228034,5881551.642,0.77228034,0.003298478,0.004275872,0.004275872
23.10.2013,7565964.155,5883347.155,0.777607062,5883347.155,0.777607062,1.49E-05,1.93E-05,1.93E-05
24.10.2013,7651382.879,5823461.879,0.761099264,5823461.879,0.761099264,0.005097571,0.006555459,0.006555459
25.10.2013,7674831.615,5846910.615,0.761829172,5846910.615,0.761829172,0.003454659,0.004539039,0.004539039
28.10.2013,8372990.537,5862978.537,0.700225148,5862978.537,0.700225148,0.002299448,0.003018326,0.003018326
29.10.2013,8385218.639,5875206.639,0.700662307,5875206.639,0.700662307,0.002063524,0.002946944,0.002946944
30.10.2013,8381783.975,5867494.975,0.700029372,5867494.975,0.700029372,-0.001400068,-0.001998206,-0.001998206
31.10.2013,8422107.347,5871508.347,0.697154299,5871508.347,0.697154299,0.003467623,0.004953539,0.004953539
01.11.2013,8462579.25,6026997.25,0.712193892,6026997.25,0.712193892,0.001249603,0.001792434,0.001792434
04.11.2013,8423949.103,6050018.103,0.718192623,6050018.103,0.718192623,0.003300188,0.004633833,0.004633833
05.11.2013,8416177.505,6427232.505,0.763675968,6427232.505,0.763675968,-0.000559592,-0.000779168,-0.000779168
06.11.2013,8452764.105,6437949.105,0.761638326,6437949.105,0.761638326,0.004433882,0.005805973,0.005805973
07.11.2013,8464391.463,6509855.463,0.769087239,6509855.463,0.769087239,-0.000563642,-0.000740039,-0.000740039
08.11.2013,8633575.322,6530500.322,0.756407407,6530500.322,0.756407407,0.003414564,0.004439761,0.004439761
11.11.2013,8601307.912,6487043.912,0.754192732,6487043.912,0.754192732,-0.003133773,-0.00414297,-0.00414297
12.11.2013,8572405.278,6459487.278,0.753520986,6459487.278,0.753520986,-0.003379458,-0.004480894,-0.004480894
13.11.2013,8321757.794,6299618.794,0.757005785,6299618.794,0.757005785,0.002713899,0.003601707,0.003601707
14.11.2013,8338097.799,6369336.799,0.763883676,6369336.799,0.763883676,0.002917511,0.003854014,0.003854014
15.11.2013,8355009.174,6386490.174,0.764390564,6386490.174,0.764390564,0.00196511,0.002572525,0.002572525
18.11.2013,8345321.295,6376802.295,0.764117051,6376802.295,0.764117051,-0.001499574,-0.00196179,-0.00196179
19.11.2013,8326303.362,6357784.362,0.763578275,6357784.362,0.763578275,-0.002355006,-0.003081996,-0.003081996
20.11.2013,8340308.188,6371789.188,0.763975269,6371789.188,0.763975269,0.001399483,0.001832796,0.001832796
21.11.2013,8359326.938,6383214.938,0.763603934,6383214.938,0.763603934,0.00205382,0.002688333,0.002688333
22.11.2013,8918527.205,6375415.205,0.714850676,6375415.205,0.714850676,-0.000392378,-0.00051385,-0.00051385
25.11.2013,8919241.936,6689374.936,0.749993664,6689374.936,0.749993664,0.001172552,0.001640275,0.001640275
26.11.2013,8867556.702,6639111.702,0.748696842,6639111.702,0.748696842,-0.005664499,-0.00755273,-0.00755273
27.11.2013,8891048.221,6661015.221,0.749182217,6661015.221,0.749182217,0.002769938,0.003699679,0.003699679
28.11.2013,8623117.646,6667836.646,0.773251267,6667836.646,0.773251267,0.001314543,0.001754637,0.001754637
29.11.2013,9172501.71,6671304.71,0.727315723,6671304.71,0.727315723,-0.000155002,-0.000200455,-0.000200455
02.12.2013,11784863.74,6781030.739,0.575401709,6781030.739,0.575401709,-0.003629842,-0.004990738,-0.004990738
03.12.2013,11722507.47,6718674.467,0.573143117,6718674.467,0.573143117,-0.0073535,-0.012779767,-0.012779767
04.12.2013,11707728.67,6703895.669,0.572604291,6703895.669,0.572604291,-0.001733801,-0.003025076,-0.003025076
05.12.2013,11513742.37,6510852.37,0.565485327,6510852.37,0.565485327,-0.006562771,-0.011461268,-0.011461268
06.12.2013,11556657.98,6553644.978,0.567088253,6553644.978,0.567088253,0.006141718,0.010860968,0.010860968
09.12.2013,11551937.84,6549764.84,0.566984079,6549764.84,0.566984079,0.000308184,0.00054345,0.00054345
10.12.2013,11682619.75,7674876.746,0.656948263,7674876.746,0.656948263,-0.005136125,-0.009058675,-0.009058675
11.12.2013,11622480.23,7614737.234,0.655173171,7614737.234,0.655173171,-0.007866254,-0.011973933,-0.011973933
12.12.2013,11566342.74,7564987.741,0.654051839,7564987.741,0.654051839,-0.005785033,-0.008829777,-0.008829777
13.12.2013,12790390.84,7578873.84,0.592544351,7578873.84,0.592544351,7.02E-05,0.000107362,0.000107362
16.12.2013,12862145.02,8958720.021,0.696518349,8958720.021,0.696518349,0.007747839,0.013075543,0.013075543
17.12.2013,12815080.93,8911667.929,0.695404733,8911667.929,0.695404733,-0.004775952,-0.006856893,-0.006856893
18.12.2013,12896468.05,8993055.046,0.697326975,8993055.046,0.697326975,0.009858453,0.014176569,0.014176569
19.12.2013,12999854.36,9096719.357,0.699755482,9096719.357,0.699755482,0.009073056,0.013011194,0.013011194
20.12.2013,13224011.5,9127602.5,0.690229474,9127602.5,0.690229474,0.003518169,0.005027713,0.005027713
23.12.2013,13488906.44,9195663.441,0.681720455,9195663.441,0.681720455,0.006422594,0.009305013,0.009305013
24.12.2013,13532182.52,9238939.523,0.682738317,9238939.523,0.682738317,0.003775816,0.005538657,0.005538657
25.12.2013,13507055.67,9213812.673,0.682148123,9213812.673,0.682148123,-0.001856839,-0.002719694,-0.002719694
26.12.2013,13552020.57,9257177.572,0.683084675,9257177.572,0.683084675,0.00385451,0.005650547,0.005650547
27.12.2013,11804734.77,9310038.773,0.788669881,9310038.773,0.788669881,0.004709535,0.006894512,0.006894512
30.12.2013,13469009.92,9281006.923,0.689063782,9281006.923,0.689063782,-0.002595778,-0.003291336,-0.003291336
31.12.2013,13505170.76,9317167.756,0.689896331,9317167.756,0.689896331,0.003242684,0.004705927,0.004705927
01.01.2014,13512041.19,9324038.192,0.690054009,9324038.192,0.690054009,0.000508699,0.000737356,0.000737356
02.01.2014,13445444.9,9256243.897,0.688429722,9256243.897,0.688429722,-0.00682218,-0.009886443,-0.009886443
03.01.2014,13495048.16,9305714.16,0.689565095,9305714.16,0.689565095,0.003725757,0.005411965,0.005411965
06.01.2014,13441372.76,9252178.755,0.688335851,9252178.755,0.688335851,-0.004613822,-0.006690916,-0.006690916
07.01.2014,13484445.4,9295251.4,0.689331383,9295251.4,0.689331383,0.004709041,0.006841197,0.006841197
08.01.2014,13481195.03,9292001.026,0.68925648,9292001.026,0.68925648,0.000155217,0.000225171,0.000225171
09.01.2014,13421261.2,9229818.197,0.687701257,9229818.197,0.687701257,-0.004838028,-0.007019198,-0.007019198
10.01.2014,13436677.78,9245440.78,0.688074904,9245440.78,0.688074904,0.00166987,0.002428191,0.002428191
13.01.2014,13490599.32,9298996.316,0.68929453,9298996.316,0.68929453,-0.001212674,-0.001762415,-0.001762415
14.01.2014,13520570.93,9462169.931,0.699835087,9462169.931,0.699835087,0.007345914,0.010657149,0.010657149
15.01.2014,13610645.66,9812142.66,0.720916767,9812142.66,0.720916767,0.00814647,0.011640556,0.011640556
16.01.2014,13615847.97,9699102.973,0.712339253,9699102.973,0.712339253,-9.89E-05,-0.000137166,-0.000137166
17.01.2014,13642193.91,9759492.913,0.715390279,9759492.913,0.715390279,0.003019453,0.004238785,0.004238785
20.01.2014,16529947.07,9765158.073,0.590755556,9765158.073,0.590755556,0.000320995,0.0004487,0.0004487
21.01.2014,16524273.48,10055670.48,0.60853934,10055670.48,0.60853934,0.000170322,0.000288311,0.000288311
22.01.2014,16502386.21,10033491.21,0.608002448,10033491.21,0.608002448,-0.001209245,-0.001987127,-0.001987127
23.01.2014,16368149,10462355,0.639189868,10462355,0.639189868,-0.009767448,-0.016064818,-0.016064818
24.01.2014,16149951.98,10250388.98,0.634700895,10250388.98,0.634700895,-0.018614892,-0.029122633,-0.029122633
27.01.2014,15835635.13,10205039.13,0.644435101,10205039.13,0.644435101,-0.003782567,-0.005959605,-0.005959605
28.01.2014,15855556.87,10324903.87,0.651185194,10324903.87,0.651185194,0.002008766,0.003117095,0.003117095
29.01.2014,15810275.45,10441122.45,0.660401046,10441122.45,0.660401046,-0.0045116,-0.00692829,-0.00692829
30.01.2014,15873833.41,10504362.41,0.661740749,10504362.41,0.661740749,0.004886741,0.007399656,0.007399656
31.01.2014,15893794.61,10524093.61,0.662151102,10524093.61,0.662151102,0.000321292,0.000485525,0.000485525
03.02.2014,15712026.44,10721460.44,0.682372861,10721460.44,0.682372861,-0.014080923,-0.021265423,-0.021265423
04.02.2014,15726391.62,10709137.62,0.680965976,10709137.62,0.680965976,9.69E-06,1.42E-05,1.42E-05
05.02.2014,15716305.25,10699051.25,0.680761227,10699051.25,0.680761227,-9.91E-05,-0.000145475,-0.000145475
06.02.2014,15827915.43,10805694.43,0.682698519,10805694.43,0.682698519,0.009943141,0.014605915,0.014605915
07.02.2014,15927212.07,10905208.07,0.684690329,10905208.07,0.684690329,0.008697873,0.01274043,0.01274043
10.02.2014,15944988.91,10923120.91,0.685050393,10923120.91,0.685050393,0.001350086,0.001971819,0.001971819
11.02.2014,16084052.58,11223163.58,0.697782075,11223163.58,0.697782075,0.011445401,0.016707385,0.016707385
12.02.2014,16179083.67,11571761.67,0.715229732,11571761.67,0.715229732,0.006920407,0.00991772,0.00991772
13.02.2014,16116512.09,11510215.09,0.714187724,11510215.09,0.714187724,-0.003148282,-0.004401778,-0.004401778
14.02.2014,16182697.31,11576390.31,0.715356043,11576390.31,0.715356043,0.004915319,0.00688239,0.00688239
17.02.2014,17993763.76,11689070.76,0.649617885,11689070.76,0.649617885,0.001082735,0.001513561,0.001513561
18.02.2014,17974417.48,11714100.48,0.651709603,11714100.48,0.651709603,-0.000734399,-0.00113051,-0.00113051
19.02.2014,18005066.27,11515085.27,0.639546953,11515085.27,0.639546953,0.001166595,0.001790054,0.001790054
20.02.2014,18003657.73,11328135.73,0.629213013,11328135.73,0.629213013,0.000965538,0.001509722,0.001509722
21.02.2014,18008228.88,11331324.88,0.62923039,11331324.88,0.62923039,0.000184588,0.000293363,0.000293363
24.02.2014,18071609.77,11396305.77,0.630619293,11396305.77,0.630619293,0.004861144,0.007725539,0.007725539
25.02.2014,18048067.38,11370602.38,0.630017727,11370602.38,0.630017727,-0.001113958,-0.00176645,-0.00176645
26.02.2014,18051513.92,11372986.92,0.630029535,11372986.92,0.630029535,-0.000289623,-0.000459706,-0.000459706
27.02.2014,18205514.52,11514865.06,0.632493251,11514865.06,0.632493251,0.001623509,0.002576878,0.002576878
28.02.2014,18164818.47,11475548.74,0.631745853,11475548.74,0.631745853,-0.00211413,-0.003342156,-0.003342156
03.03.2014,18089988.27,11602125.7,0.641356176,11602125.7,0.641356176,-0.00872737,-0.013814808,-0.013814808
04.03.2014,18276377.03,11788514.14,0.645013731,11788514.14,0.645013731,0.014729688,0.022966468,0.022966468
05.03.2014,18279203.11,11791338.27,0.645068507,11791338.27,0.645068507,0.000400296,0.000620434,0.000620434
06.03.2014,18238587.15,11747634.85,0.64410882,11747634.85,0.64410882,-0.001641365,-0.002543908,-0.002543908
07.03.2014,18145145.98,11655194.77,0.642331276,11655194.77,0.642331276,-0.006934174,-0.010765457,-0.010765457
10.03.2014,18093276.65,11598699.2,0.641050232,11598699.2,0.641050232,-0.003732969,-0.00581133,-0.00581133
11.03.2014,18076478.47,11581899.32,0.640716572,11581899.32,0.640716572,-0.001863315,-0.002906737,-0.002906737
12.03.2014,18027741.01,11533164,0.639745379,11533164,0.639745379,-0.003465287,-0.005408241,-0.005408241
13.03.2014,17856376.28,11360825.13,0.63623352,11360825.13,0.63623352,-0.012344761,-0.019296418,-0.019296418
14.03.2014,17812929.1,12565149.62,0.705394916,12565149.62,0.705394916,-0.00424349,-0.00666962,-0.00666962
17.03.2014,19763155.17,12672076.18,0.641197019,12672076.18,0.641197019,0.008700476,0.012334178,0.012334178
18.03.2014,19882959.87,12791881.38,0.64335901,12791881.38,0.64335901,0.007697169,0.012004456,0.012004456
19.03.2014,19862868.82,12771787.97,0.642998153,12771787.97,0.642998153,-0.001922333,-0.002988065,-0.002988065
20.03.2014,19948129.59,12856543.83,0.644498712,12856543.83,0.644498712,0.005319006,0.008271889,0.008271889
21.03.2014,19944812.81,12853180.49,0.644437259,12853180.49,0.644437259,-0.000887517,-0.001377022,-0.001377022
24.03.2014,19753733.57,12811513.8,0.648561638,12811513.8,0.648561638,-0.003849471,-0.005973365,-0.005973365
25.03.2014,19902244.62,12959928.57,0.651179242,12959928.57,0.651179242,0.009467731,0.014598005,0.014598005
26.03.2014,19963642.88,13017778.41,0.652074298,13017778.41,0.652074298,0.002720278,0.004177411,0.004177411
