Date,NAV,NAVexCash,%NeC,NAVexAll,%NeA,Perf,PerfExCash,PerfExAll
26.03.2013,4563902.645,2336464.645,0.511944453,2336464.645,0.511944453,0.003664578,0.007182206,0.007182206
27.03.2013,4866206.603,2432741.603,0.499925671,2432741.603,0.499925671,0.001689187,0.003299551,0.003299551
28.03.2013,4864044.454,2432420.454,0.500081872,2432420.454,0.500081872,-0.00041777,-0.000835665,-0.000835665
29.03.2013,4867394.646,2435770.646,0.500425962,2435770.646,0.500425962,0.000688749,0.001377273,0.001377273
01.04.2013,4855110.077,2423486.077,0.499161922,2423486.077,0.499161922,-0.002427084,-0.004850036,-0.004850036
02.04.2013,4871767.758,2440143.758,0.500874401,2440143.758,0.500874401,0.003430932,0.006873384,0.006873384
03.04.2013,4857991.435,2426367.435,0.499458977,2426367.435,0.499458977,-0.002827756,-0.005645638,-0.005645638
04.04.2013,4858429.298,2426805.298,0.499504088,2426805.298,0.499504088,0.000242573,0.000485671,0.000485671
05.04.2013,4819919.205,2552247.205,0.529520744,2552247.205,0.529520744,-0.010657956,-0.021337074,-0.021337074
08.04.2013,4823812.695,2700709.695,0.559870349,2700709.695,0.559870349,0.002726059,0.005148163,0.005148163
09.04.2013,4827153.075,2885279.075,0.597718579,2885279.075,0.597718579,0.000371242,0.000663086,0.000663086
10.04.2013,4871091.441,2873717.441,0.589953499,2873717.441,0.589953499,0.006397881,0.010703835,0.010703835
11.04.2013,4816116.987,2870905.987,0.596103873,2870905.987,0.596103873,-0.000477103,-0.000808712,-0.000808712
12.04.2013,4843287.602,2898076.602,0.598369711,2898076.602,0.598369711,-0.004643354,-0.007789506,-0.007789506
15.04.2013,4795742.149,2894531.149,0.603562714,2894531.149,0.603562714,-0.009455151,-0.01580152,-0.01580152
