Date,NAV,NAVexCash,%NeC,NAVexAll,%NeA,Perf,PerfExCash,PerfExAll,,,,,,,,,,,,
12.04.2013,4918366.855,2898076.602,0.598369711,2898076.602,0.598369711,0,-0.0079412,-0.0079412,,1.224098703,101.2240987,-0.016003545,-0.007972899,,,,,,,
15.04.2013,4869034.299,2894531.149,0.603562714,2894531.149,0.603562714,0.003577462,-0.016003545,-0.016003545,,1.157828473,101.1578285,-0.000654688,-0.016132985,,,,,,,
16.04.2013,4867091.3,2893512.561,0.603478496,2893512.561,0.603478496,0,-0.000654688,-0.000654688,,-0.048770809,99.95122919,-0.011927888,-0.000654903,,,,,,,
17.04.2013,4859818.347,2892094.166,0.604748979,2892094.166,0.604748979,0,-0.011927888,-0.011927888,,-0.271298788,99.72870121,-0.002226366,-0.011999596,,,,,,,
18.04.2013,4851607.916,2882653.823,0.603867379,2882653.823,0.603867379,0,-0.002226366,-0.002226366,,0.120628088,100.1206281,0.003929931,-0.002228848,,,,,,,
19.04.2013,4835237.852,2940737.879,0.61827411,2940737.879,0.61827411,0,0.003929931,0.003929931,,0.7080216,100.7080216,0.005866858,0.003922229,,,,,,,
22.04.2013,4848760.934,3180865.293,0.666792393,3180865.293,0.666792393,-0.01673433,0.005866858,0.005866858,,2.416655019,102.416655,0.01696621,0.005849715,,,,,,,
23.04.2013,4904057.678,3235352.21,0.670555271,3235352.21,0.670555271,0,0.01696621,0.01696621,,3.659635897,103.6596359,0.012136511,0.016823891,,,,,,,
24.04.2013,4949034.044,3275516.278,0.672184088,3275516.278,0.672184088,0,0.012136511,0.012136511,,4.435123142,104.4351231,0.007481092,0.012063454,,,,,,,
25.04.2013,4975618.602,3303192.656,0.674035436,3303192.656,0.674035436,0,0.007481092,0.007481092,,4.476940595,104.4769406,0.000400416,0.007453247,,,,,,,
26.04.2013,5030802.443,3350987.205,0.676267455,3350987.205,0.676267455,0.029506546,0.000400416,0.000400416,,5.134841162,105.1348412,0.006297089,0.000400335,,,,,,,
29.04.2013,5041023.196,3361898.271,0.67697874,3361898.271,0.67697874,0,0.006297089,0.006297089,,5.429556701,105.4295567,0.002803215,0.006277345,,,,,,,
30.04.2013,5050689.768,3370228.263,0.677519667,3370228.263,0.677519667,0,0.002803215,0.002803215,,5.071225779,105.0712258,-0.003398771,0.002799293,,,,,,,
01.05.2013,5038975.714,3357589.961,0.676698258,3357589.961,0.676698258,0,-0.003398771,-0.003398771,,6.16593106,106.1659311,0.010418697,-0.00340456,,,,,,,
02.05.2013,5074836.888,3391920.145,0.678919813,3391920.145,0.678919813,0,0.010418697,0.010418697,,7.106016784,107.1060168,0.008854872,0.010364797,,,,,,,
03.05.2013,5063087.067,3381878.228,0.678273152,3381878.228,0.678273152,0,0.008854872,0.008854872,,7.372261051,107.3722611,0.002485801,0.008815897,,,,,,,
06.05.2013,5071763.337,3396292.695,0.679200577,3396292.695,0.679200577,0.017509537,0.002485801,0.002485801,,7.28331762,107.2833176,-0.000828365,0.002482717,,,,,,,
07.05.2013,5068890.874,3392762.127,0.678973915,3392762.127,0.678973915,0,-0.000828365,-0.000828365,,7.060049845,107.0600498,-0.002081104,-0.000828708,,,,,,,
08.05.2013,5057672.703,3434630.531,0.688767798,3434630.531,0.688767798,0,-0.002081104,-0.002081104,,6.989154835,106.9891548,-0.000662199,-0.002083273,,,,,,,
09.05.2013,5054745.723,3433225.696,0.688680093,3433225.696,0.688680093,0,-0.000662199,-0.000662199,,7.690429666,107.6904297,0.006554635,-0.000662418,,,,,,,
10.05.2013,5083203.142,3412004.546,0.680306986,3412004.546,0.680306986,0,0.006554635,0.006554635,,7.786614578,107.7866146,0.000893161,0.006533247,,,,,,,
13.05.2013,5086056.214,3361960.015,0.66974757,3361960.015,0.66974757,0.004902903,0.000893161,0.000893161,,8.479883513,108.4798835,0.006431865,0.000892763,,,,,,,
14.05.2013,5106913.131,3381874.881,0.671112397,3381874.881,0.671112397,0,0.006431865,0.006431865,,9.466891377,109.4668914,0.009098534,0.006411269,,,,,,,
15.05.2013,5135202.538,3459771.591,0.683042985,3459771.591,0.683042985,0,0.009098534,0.009098534,,9.157258988,109.157259,-0.002828548,0.009057391,,,,,,,
16.05.2013,5125013.485,3400473.079,0.672077527,3400473.079,0.672077527,0,-0.002828548,-0.002828548,,10.54538245,110.5453825,0.012716731,-0.002832556,,,,,,,
17.05.2013,5166307.087,3398473.878,0.666113144,3398473.878,0.666113144,0,0.012716731,0.012716731,,11.03650418,111.0365042,0.004442716,0.012636552,,,,,,,
20.05.2013,5183956.475,3407859.773,0.66643094,3407859.773,0.66643094,0.017602602,0.004442716,0.004442716,,11.11539974,111.1153997,0.000710537,0.004432876,,,,,,,
21.05.2013,5186427.879,3410963.837,0.666633301,3410963.837,0.666633301,0,0.000710537,0.000710537,,10.81021094,110.8102109,-0.002746593,0.000710285,,,,,,,
22.05.2013,5223269.836,3398063.109,0.659660772,3398063.109,0.659660772,0,-0.002746593,-0.002746593,,9.657825065,109.6578251,-0.010399636,-0.002750372,,,,,,,
23.05.2013,5186472.793,3413328.403,0.667382175,3413328.403,0.667382175,0,-0.010399636,-0.010399636,,9.484579278,109.4845793,-0.001579876,-0.01045409,,,,,,,
24.05.2013,5175442.554,3405562.442,0.667453919,3405562.442,0.667453919,0,-0.001579876,-0.001579876,,9.61313084,109.6131308,0.001174152,-0.001581126,,,,,,,
27.05.2013,5183776.061,3409692.152,0.667167717,3409692.152,0.667167717,-0.008743067,0.001174152,0.001174152,,10.97506345,110.9750635,0.012424904,0.001173463,,,,,,,
28.05.2013,5227049.157,3447398.288,0.669605331,3447398.288,0.669605331,0,0.012424904,0.012424904,,9.553187056,109.5531871,-0.012812576,0.012348348,,,,,,,
29.05.2013,5176883.362,3401129.517,0.666609143,3401129.517,0.666609143,0,-0.012812576,-0.012812576,,9.545575809,109.5455758,-6.94754E-05,-0.012895365,,,,,,,
30.05.2013,5175531.631,3400600.958,0.666558531,3400600.958,0.666558531,0,-6.94754E-05,-6.94754E-05,,8.550517837,108.5505178,-0.009083507,-6.94778E-05,,,,,,,
31.05.2013,5143161.232,3368846.448,0.66433834,3368846.448,0.66433834,0,-0.009083507,-0.009083507,,8.71913678,108.7191368,0.001553368,-0.009125013,,,,,,,
03.06.2013,5148506.416,3372630.972,0.664588661,3372630.972,0.664588661,-0.007776935,0.001553368,0.001553368,,8.333379688,108.3333797,-0.003548199,0.001552163,,,,,,,
04.06.2013,5136278,3360473.256,0.66378318,3360473.256,0.66378318,0,-0.003548199,-0.003548199,,6.722191337,106.7221913,-0.014872501,-0.003554508,,,,,,,
05.06.2013,5091332.878,3311703.21,0.659713336,3311703.21,0.659713336,0,-0.014872501,-0.014872501,,5.970464775,105.9704648,-0.00704377,-0.014984206,,,,,,,
06.06.2013,5093605.517,3630951.68,0.726903454,3630951.68,0.726903454,0,-0.00704377,-0.00704377,,6.924746035,106.924746,0.009005163,-0.007068694,,,,,,,
07.06.2013,5131586.042,3666219.165,0.728856726,3666219.165,0.728856726,0,0.009005163,0.009005163,,7.193291639,107.1932916,0.002511538,0.008964858,,,,,,,
10.06.2013,5141488.396,3723753.97,0.73882234,3723753.97,0.73882234,-0.006882049,0.002511538,0.002511538,,5.628401057,105.6284011,-0.014598773,0.00250839,,,,,,,
11.06.2013,5085372.315,3671899.814,0.736147775,3671899.814,0.736147775,0,-0.014598773,-0.014598773,,4.837309445,104.8373094,-0.007489384,-0.014706384,,,,,,,
12.06.2013,5057030.955,3698175.19,0.744856303,3698175.19,0.744856303,0,-0.007489384,-0.007489384,,5.457077938,105.4570779,0.005911717,-0.00751757,,,,,,,
13.06.2013,5079847.64,3744196.836,0.750782116,3744196.836,0.750782116,0,0.005911717,0.005911717,,5.137342863,105.1373429,-0.003031898,0.005894311,,,,,,,
14.06.2013,5070301.551,3734881.038,0.750409777,3734881.038,0.750409777,0,-0.003031898,-0.003031898,,5.999374848,105.9993748,0.008199104,-0.003036503,,,,,,,
17.06.2013,5101688.217,3767588.014,0.752039242,3767588.014,0.752039242,-0.011645813,0.008199104,0.008199104,,6.028692981,106.028693,0.000276588,0.008165674,,,,,,,
18.06.2013,5101727.811,3814092.388,0.761750749,3814092.388,0.761750749,0,0.000276588,0.000276588,,5.113029004,105.113029,-0.008636002,0.00027655,,,,,,,
19.06.2013,4925379.745,3885164.126,0.803209399,3885164.126,0.803209399,0,-0.008636002,-0.008636002,,3.020213853,103.0202139,-0.01991014,-0.008673508,,,,,,,
20.06.2013,4846878.057,4049926.119,0.850870018,4049926.119,0.850870018,0,-0.01991014,-0.01991014,,2.605087944,102.6050879,-0.004029558,-0.020111018,,,,,,,
21.06.2013,4966666.856,4213971.426,0.863781688,4213971.426,0.863781688,0,-0.004029558,-0.004029558,,1.118847906,101.1188479,-0.014485052,-0.004037698,,,,,,,
24.06.2013,5670408.477,4026096.806,0.720712014,4026096.806,0.720712014,-0.016457299,-0.014485052,-0.014485052,,2.204852702,102.2048527,0.010739885,-0.014590985,,,,,,,
25.06.2013,5714551.858,4070581.095,0.722918452,4070581.095,0.722918452,0,0.010739885,0.010739885,,3.705223858,103.7052239,0.014680038,0.010682622,,,,,,,
26.06.2013,5776140.955,4464271.764,0.785002158,4464271.764,0.785002158,0,0.014680038,0.014680038,,4.079518912,104.0795189,0.003609221,0.01457333,,,,,,,
27.06.2013,5792149.341,4510561.523,0.790299587,4510561.523,0.790299587,0,0.003609221,0.003609221,,3.547856327,103.5478563,-0.005108234,0.003602723,,,,,,,
28.06.2013,5774105.67,4653544.053,0.817515593,4653544.053,0.817515593,0,-0.005108234,-0.005108234,,4.277183461,104.2771835,0.007043382,-0.005121326,,,,,,,
01.07.2013,6303467.606,4684641.624,0.752937792,4684641.624,0.752937792,0.008019802,0.007043382,0.007043382,,4.280663201,104.2806632,3.33701E-05,0.007018694,,,,,,,
02.07.2013,6303626.657,4685671.651,0.752978687,4685671.651,0.752978687,0,3.33701E-05,3.33701E-05,,4.132824567,104.1328246,-0.001417699,3.33695E-05,,,,,,,
03.07.2013,6299994.999,4790040.202,0.769870084,4790040.202,0.769870084,0,-0.001417699,-0.001417699,,5.121497225,105.1214972,0.009494342,-0.001418705,,,,,,,
