Date,NAV,NAVexCash,%NeC,NAVexAll,%NeA,Perf,PerfExCash,PerfExAll,,,,,,,,,,,,
21.04.2014,20344980.31,14209923.69,0.696637204,14209923.69,0.696637204,0,0.003398989,0.003398989,,22.71339832,122.7133983,0.010326236,0.003393225,,,,,,,
22.04.2014,20431940.33,14299783.27,0.697967675,14299783.27,0.697967675,0,0.010326236,0.010326236,,22.02684231,122.0268423,-0.005594793,0.010273284,,,,,,,
23.04.2014,20361203.35,14222410.15,0.696880208,14222410.15,0.696880208,0,-0.005594793,-0.005594793,,22.14152631,122.1415263,0.000939826,-0.005610502,,,,,,,
24.04.2014,20397743.83,14237231.75,0.696238458,14237231.75,0.696238458,0,0.000939826,0.000939826,,21.13971204,121.139712,-0.008202078,0.000939385,,,,,,,
25.04.2014,20320437.78,14162159.14,0.69516335,14162159.14,0.69516335,0,-0.008202078,-0.008202078,,21.94785624,121.9478562,0.006671175,-0.0082359,,,,,,,
28.04.2014,20400574.85,13975142.37,0.68321018,13975142.37,0.68321018,0,0.006671175,0.006671175,,23.04966724,123.0496672,0.009035099,0.006649021,,,,,,,
29.04.2014,20495109.5,14062383.86,0.684510706,14062383.86,0.684510706,0,0.009035099,0.009035099,,22.98497442,122.9849744,-0.000525746,0.008994527,,,,,,,
30.04.2014,20476351.9,14039009.23,0.683975342,14039009.23,0.683975342,0,-0.000525746,-0.000525746,,22.7675932,122.7675932,-0.001767543,-0.000525884,,,,,,,
01.05.2014,20452191.83,14017748.37,0.683638356,14017748.37,0.683638356,0,-0.001767543,-0.001767543,,22.47416334,122.4741633,-0.002390125,-0.001769107,,,,,,,
02.05.2014,20430092.92,13993044.61,0.683073703,13993044.61,0.683073703,0,-0.002390125,-0.002390125,,22.26877282,122.2687728,-0.001677011,-0.002392986,,,,,,,
05.05.2014,21400891,13950961.67,0.650208797,13950961.67,0.650208797,0.007426598,-0.001677011,-0.001677011,,21.86044818,121.8604482,-0.003339566,-0.001678419,,,,,,,
06.05.2014,21378072.94,13915781.53,0.649634327,13915781.53,0.649634327,0,-0.003339566,-0.003339566,,22.39534476,122.3953448,0.004389419,-0.003345155,,,,,,,
07.05.2014,21401053.02,13939982.56,0.650029718,13939982.56,0.650029718,0,0.004389419,0.004389419,,23.46743181,123.4674318,0.008759214,0.004379814,,,,,,,
08.05.2014,21520355.2,14043464.97,0.651103884,14043464.97,0.651103884,0,0.008759214,0.008759214,,23.77777213,123.7777721,0.00251354,0.008721075,,,,,,,
09.05.2014,21571845.69,14096886.48,0.651945394,14096886.48,0.651945394,0,0.00251354,0.00251354,,25.09091431,125.0909143,0.010608869,0.002510386,,,,,,,
12.05.2014,21673252.88,14178286.9,0.652652865,14178286.9,0.652652865,0.007114692,0.010608869,0.010608869,,25.86978099,125.869781,0.006226405,0.01055299,,,,,,,
13.05.2014,21747244.02,14242277.39,0.653673006,14242277.39,0.653673006,0,0.006226405,0.006226405,,25.69952997,125.69953,-0.001352596,0.006207101,,,,,,,
14.05.2014,21724126.05,14213604.1,0.653216636,14213604.1,0.653216636,0,-0.001352596,-0.001352596,,24.97509738,124.9750974,-0.005763208,-0.001353512,,,,,,,
15.05.2014,21717396.02,14153882.15,0.650938029,14153882.15,0.650938029,0,-0.005763208,-0.005763208,,25.27351568,125.2735157,0.002387822,-0.00577988,,,,,,,
16.05.2014,21744318.41,14180495.01,0.651320401,14180495.01,0.651320401,0,0.002387822,0.002387822,,25.57877899,125.578779,0.002436775,0.002384976,,,,,,,
19.05.2014,21390885.59,14206595.03,0.663148431,14206595.03,0.663148431,0.007319772,0.002436775,0.002436775,,24.95956295,124.959563,-0.004930897,0.00243381,,,,,,,
20.05.2014,21337144.9,14152758.24,0.662299776,14152758.24,0.662299776,0,-0.004930897,-0.004930897,,26.09476707,126.0947671,0.009084572,-0.004943094,,,,,,,
21.05.2014,21425980.85,14244487.25,0.663743191,14244487.25,0.663743191,0,0.009084572,0.009084572,,26.53992724,126.5399272,0.003530362,0.009043555,,,,,,,
22.05.2014,21469237.68,14285998.24,0.664090171,14285998.24,0.664090171,0,0.003530362,0.003530362,,26.90364314,126.9036431,0.002874317,0.003524145,,,,,,,
23.05.2014,21510028.41,14323636.9,0.664622095,14323636.9,0.664622095,0,0.002874317,0.002874317,,27.13680533,127.1368053,0.001837317,0.002870194,,,,,,,
26.05.2014,21572490.25,14330230.83,0.663008667,14330230.83,0.663008667,0.00904098,0.001837317,0.001837317,,27.67740906,127.6774091,0.004252142,0.001835631,,,,,,,
27.05.2014,21616463.18,14375014.15,0.663653891,14375014.15,0.663653891,0,0.004252142,0.004252142,,27.41239715,127.4123972,-0.002075637,0.004243127,,,,,,,
28.05.2014,21585335.76,14337861.58,0.663084238,14337861.58,0.663084238,0,-0.002075637,-0.002075637,,28.11550043,128.1155004,0.005518327,-0.002077794,,,,,,,
29.05.2014,21647918.21,14395828.05,0.663903322,14395828.05,0.663903322,0,0.005518327,0.005518327,,27.94853525,127.9485353,-0.001303239,0.005503157,,,,,,,
30.05.2014,21633446.06,14386389.18,0.663745778,14386389.18,0.663745778,0,-0.001303239,-0.001303239,,28.14864749,128.1486475,0.001564006,-0.001304089,,,,,,,
02.06.2014,21649796.05,14405694.71,0.663889338,14405694.71,0.663889338,0.005359236,0.001564006,0.001564006,,27.60359005,127.6035901,-0.004253322,0.001562784,,,,,,,
03.06.2014,21598970.09,14356056.2,0.663143009,14356056.2,0.663143009,0,-0.004253322,-0.004253322,,27.54550092,127.5455009,-0.000455231,-0.004262393,,,,,,,
04.06.2014,21588190.82,14334425.27,0.662702547,14334425.27,0.662702547,0,-0.000455231,-0.000455231,,28.41249027,128.4124903,0.006797491,-0.000455335,,,,,,,
05.06.2014,21656824.23,14404338.41,0.663713087,14404338.41,0.663713087,0,0.006797491,0.006797491,,28.97175469,128.9717547,0.004355218,0.006774492,,,,,,,
06.06.2014,21858459.29,16503613.44,0.753072186,16503613.44,0.753072186,0,0.004355218,0.004355218,,29.41925209,129.4192521,0.003469732,0.004345762,,,,,,,
09.06.2014,21915783.71,16555535.75,0.753601566,16555535.75,0.753601566,0.005830418,0.003469732,0.003469732,,29.81799183,129.8179918,0.003080992,0.003463726,,,,,,,
10.06.2014,21966887.57,16605180.16,0.754133076,16605180.16,0.754133076,0,0.003080992,0.003080992,,29.37383549,129.3738355,-0.003421377,0.003076256,,,,,,,
11.06.2014,21957072.39,17268908.01,0.78486181,17268908.01,0.78486181,0,-0.003421377,-0.003421377,,28.89556271,128.8955627,-0.003696828,-0.003427244,,,,,,,
12.06.2014,21911277.94,17223472.06,0.78426198,17223472.06,0.78426198,0,-0.003696828,-0.003696828,,29.4941439,129.4941439,0.004643924,-0.003703678,,,,,,,
13.06.2014,21991832.56,17305326.06,0.785122941,17305326.06,0.785122941,0,0.004643924,0.004643924,,29.18221242,129.1822124,-0.002408846,0.004633174,,,,,,,
16.06.2014,21933323.03,17503425.49,0.795953628,17503425.49,0.795953628,0.002484266,-0.002408846,-0.002408846,,29.74017651,129.7401765,0.004319202,-0.002411752,,,,,,,
17.06.2014,22001738.79,17727125.19,0.803662159,17727125.19,0.803662159,0,0.004319202,0.004319202,,29.70639932,129.7063993,-0.000260345,0.004309901,,,,,,,
18.06.2014,21981213.92,17697256.98,0.803356691,17697256.98,0.803356691,0,-0.000260345,-0.000260345,,29.87458468,129.8745847,0.001296662,-0.000260379,,,,,,,
19.06.2014,22003572.42,17724501.83,0.803558307,17724501.83,0.803558307,0,0.001296662,0.001296662,,30.27577062,130.2757706,0.003089026,0.001295822,,,,,,,
20.06.2014,22186735.08,17791945.76,0.799817701,17791945.76,0.799817701,0,0.003089026,0.003089026,,29.89729854,129.8972985,-0.002905161,0.003084265,,,,,,,
23.06.2014,22134123.63,17743801.09,0.799426125,17743801.09,0.799426125,0.005286635,-0.002905161,-0.002905161,,29.53580448,129.5358045,-0.002782922,-0.002909389,,,,,,,
24.06.2014,22095716.57,17707419.78,0.799098287,17707419.78,0.799098287,0,-0.002782922,-0.002782922,,28.91085299,128.910853,-0.004824546,-0.002786802,,,,,,,
25.06.2014,22003753.2,17614366.53,0.798252548,17614366.53,0.798252548,0,-0.004824546,-0.004824546,,28.89630417,128.8963042,-0.00011286,-0.004836222,,,,,,,
26.06.2014,22003493.49,17615502.54,0.798226229,17615502.54,0.798226229,0,-0.00011286,-0.00011286,,28.91153684,128.9115368,0.000118178,-0.000112866,,,,,,,
27.06.2014,22009902.9,17626349.2,0.798424568,17626349.2,0.798424568,0.00E+00,1.18E-04,0.000118178,,28.60675121,128.6067512,-0.002364301,0.000118171,,,,,,,
30.06.2014,21982913.5,17590358.74,0.797497412,17590358.74,0.797497412,-0.007148726,-0.002364301,-2.36E-03,,29.62622291,129.6262229,0.007927047,-0.0023671,,,,,,,
01.07.2014,22107104.04,17709254.99,0.798577298,17709254.99,0.798577298,0,0.007927047,0.007927047,,29.80792057,129.8079206,0.001401705,0.007895793,,,,,,,
02.07.2014,22127564.24,17731708.87,0.798767131,17731708.87,0.798767131,0,0.001401705,0.001401705,,31.13183901,131.131839,0.010199057,0.001400723,,,,,,,
03.07.2014,22300414.08,17901241.4,0.800165286,17901241.4,0.800165286,0,0.010199057,0.010199057,,31.23059481,131.2305948,0.000753103,0.010147398,,,,,,,
04.07.2014,22317670.31,17284250.04,0.771929755,17284250.04,0.771929755,0,0.000753103,0.000753103,,30.32243465,130.3224347,-0.006920339,0.00075282,,,,,,,
07.07.2014,22215873.74,17171414.37,0.770426842,17171414.37,0.770426842,0.014731441,-0.006920339,-0.006920339,,28.96845996,128.96846,-0.010389421,-0.006944395,,,,,,,
08.07.2014,22042872.37,16994543.97,0.768590553,16994543.97,0.768590553,0,-0.010389421,-0.010389421,,28.97792246,128.9779225,7.33707E-05,-0.010443768,,,,,,,
09.07.2014,21980678.76,16992743.29,0.770565115,16992743.29,0.770565115,0,7.33707E-05,7.33707E-05,,28.41186953,128.4118695,-0.004388758,7.3368E-05,,,,,,,
10.07.2014,21913404.63,16918402.99,0.769775249,16918402.99,0.769775249,0,-0.004388758,-0.004388758,,28.48398698,128.483987,0.00056161,-0.004398417,,,,,,,
11.07.2014,21929028.34,16937807.67,0.769965961,16937807.67,0.769965961,0,0.00056161,0.00056161,,29.30062906,129.3006291,0.006355983,0.000561453,,,,,,,
14.07.2014,22029547.85,17040329.52,0.771055327,17040329.52,0.771055327,-0.016148764,0.006355983,0.006355983,,29.38930023,129.3893002,0.000685775,0.006335869,,,,,,,
15.07.2014,22041966.54,17054573.64,0.771202267,17054573.64,0.771202267,0,0.000685775,0.000685775,,31.37378406,131.3737841,0.01533731,0.00068554,,,,,,,
16.07.2014,22301591.55,17305049.92,0.773621882,17305049.92,0.773621882,0,0.01533731,0.01533731,,30.13289605,130.1328961,-0.009445477,0.015220883,,,,,,,
17.07.2014,22113205.77,17548110.26,0.789931135,17548110.26,0.789931135,0,-0.009445477,-0.009445477,,30.4951412,130.4951412,0.002783655,-0.009490368,,,,,,,
18.07.2014,22166378.01,17589791.35,0.79010909,17589791.35,0.79010909,0,0.002783655,0.002783655,,29.91975039,129.9197504,-0.004409289,0.002779788,,,,,,,
21.07.2014,22232844.32,17514542.28,0.784452401,17514542.28,0.784452401,0.011854431,-0.004409289,-0.004409289,,31.41693948,131.4169395,0.011523953,-0.004419039,,,,,,,
22.07.2014,22429227.3,17655885.3,0.783649138,17655885.3,0.783649138,0,0.011523953,0.011523953,,31.71707362,131.7170736,0.002283831,0.011458058,,,,,,,
23.07.2014,22465167.24,17693795.01,0.784013227,17693795.01,0.784013227,0,0.002283831,0.002283831,,31.64614154,131.6461415,-0.000538518,0.002281227,,,,,,,
24.07.2014,22454073.01,17681585.5,0.78390435,17681585.5,0.78390435,0,-0.000538518,-0.000538518,,30.62510006,130.6251001,-0.007755954,-0.000538664,,,,,,,
25.07.2014,22332937.64,17558011.67,0.782669275,17558011.67,0.782669275,0,-0.007755954,-0.007755954,,30.5086571,130.5086571,-0.000891429,-0.007786188,,,,,,,
28.07.2014,22316174.88,17509349.59,0.782196536,17509349.59,0.782196536,0.001474685,-0.000891429,-0.000891429,,30.36480986,130.3648099,-0.001102205,-0.000891826,,,,,,,
29.07.2014,22303958.98,17493203.6,0.782038943,17493203.6,0.782038943,0,-0.001102205,-0.001102205,,30.02255831,130.0225583,-0.002625337,-0.001102812,,,,,,,
30.07.2014,22251541.25,17433814.79,0.781457767,17433814.79,0.781457767,0,-0.002625337,-0.002625337,,28.09368445,128.0936845,-0.014834917,-0.002628789,,,,,,,
31.07.2014,22027081.07,17198948.24,0.778968261,17198948.24,0.778968261,0,-0.014834917,-0.014834917,,26.80407957,126.8040796,-0.010067669,-0.014946055,,,,,,,
01.08.2014,21865722.83,17051801.54,0.777554758,17051801.54,0.777554758,0,-0.010067669,-0.010067669,,26.99016528,126.9901653,0.001467506,-0.010118691,,,,,,,
04.08.2014,21881461.28,17071769.57,0.777851795,17071769.57,0.777851795,-0.024705497,0.001467506,0.001467506,,26.90198654,126.9019865,-0.000694375,0.00146643,,,,,,,
05.08.2014,21881540.93,17066857.62,0.777796991,17066857.62,0.777796991,0,-0.000694375,-0.000694375,,26.50095327,126.5009533,-0.003160181,-0.000694616,,,,,,,
06.08.2014,21817650.36,17014641.93,0.777263899,17014641.93,0.777263899,0,-0.003160181,-0.003160181,,25.69868448,125.6986845,-0.006341998,-0.003165185,,,,,,,
07.08.2014,21723169.08,16901088.79,0.775825336,16901088.79,0.775825336,0,-0.006341998,-0.006341998,,25.74873675,125.7487368,0.000398192,-0.006362194,,,,,,,
08.08.2014,21721432.04,16895624.8,0.775858899,16895624.8,0.775858899,0,0.000398192,0.000398192,,26.84120372,126.8412037,0.008687697,0.000398113,,,,,,,
11.08.2014,22362464.1,17047775.5,0.760047176,17047775.5,0.760047176,-0.006458648,0.008687697,0.008687697,,26.68106977,126.6810698,-0.001262476,0.008650176,,,,,,,
12.08.2014,22342589.04,17031280.17,0.75987018,17031280.17,0.75987018,0,-0.001262476,-0.001262476,,27.31069503,127.310695,0.004970161,-0.001263273,,,,,,,
13.08.2014,22414367.83,17105587.74,0.760665151,17105587.74,0.760665151,0,0.004970161,0.004970161,,27.69352496,127.693525,0.003007052,0.00495785,,,,,,,
14.08.2014,22463493.56,17150885.69,0.760929828,17150885.69,0.760929828,0,0.003007052,0.003007052,,27.44175338,127.4417534,-0.001971686,0.00300254,,,,,,,
15.08.2014,22435476.66,17118678.82,0.760500629,17118678.82,0.760500629,0,-0.001971686,-0.001971686,,28.79598725,128.7959873,0.010626297,-0.001973633,,,,,,,
18.08.2014,22607105.19,17292720.14,0.762290874,17292720.14,0.762290874,0.010299705,0.010626297,0.010626297,,29.61424968,129.6142497,0.006353167,0.010570234,,,,,,,
19.08.2014,22708819.13,17394839.33,0.763173714,17394839.33,0.763173714,0,0.006353167,0.006353167,,29.88256259,129.8825626,0.002070088,0.006333071,,,,,,,
20.08.2014,22735890.52,17527793.7,0.768071895,17527793.7,0.768071895,0,0.002070088,0.002070088,,30.38596789,130.3859679,0.00387585,0.002067948,,,,,,,
21.08.2014,22798381.12,17578005.66,0.768609129,17578005.66,0.768609129,0,0.00387585,0.00387585,,30.2248164,130.2248164,-0.001235957,0.003868358,,,,,,,
22.08.2014,22786572.81,17565294.98,0.768411395,17565294.98,0.768411395,0,-0.001235957,-0.001235957,,31.29527491,131.2952749,0.008220081,-0.001236722,,,,,,,
25.08.2014,23054785.74,17699906.77,0.76529984,17699906.77,0.76529984,0.0165455,0.008220081,0.008220081,,31.65968806,131.6596881,0.002775524,0.00818648,,,,,,,
26.08.2014,23101053.04,17743075.56,0.765736993,17743075.56,0.765736993,0,0.002775524,0.002775524,,31.83028674,131.8302867,0.001295755,0.002771679,,,,,,,
27.08.2014,23123253.09,17768436.26,0.765993351,17768436.26,0.765993351,0,0.001295755,0.001295755,,31.70705938,131.7070594,-0.000934742,0.001294916,,,,,,,
28.08.2014,23108189.22,17742019.6,0.765585956,17742019.6,0.765585956,0,-0.000934742,-0.000934742,,31.94246793,131.9424679,0.001787365,-0.00093518,,,,,,,
29.08.2014,23144733.63,17775066.22,0.76581988,17775066.22,0.76581988,0,0.001787365,0.001787365,,32.31652342,132.3165234,0.002834989,0.001785769,,,,,,,
01.09.2014,23195101.16,17826993.38,0.766336942,17826993.38,0.766336942,0.011755035,0.002834989,0.002834989,,32.34946537,132.3494654,0.000248963,0.002830978,,,,,,,
02.09.2014,23208561.66,17690631.47,0.75998867,17690631.47,0.75998867,0,0.000248963,0.000248963,,32.64995635,132.6499564,0.002270436,0.000248932,,,,,,,
03.09.2014,23248191.39,17724871.13,0.760153826,17724871.13,0.760153826,0,0.002270436,0.002270436,,34.19061896,134.190619,0.011614498,0.002267862,,,,,,,
04.09.2014,23462473.69,17896816.42,0.761524456,17896816.42,0.761524456,0,0.011614498,0.011614498,,34.27174827,134.2717483,0.000604583,0.011547567,,,,,,,
05.09.2014,23475382.22,17910367.19,0.761684687,17910367.19,0.761684687,0,0.000604583,0.000604583,,33.6646755,133.6646755,-0.004521225,0.0006044,,,,,,,
08.09.2014,23399755.18,17838311.02,0.760849787,17838311.02,0.760849787,0.012105947,-0.004521225,-0.004521225,,33.45060446,133.4506045,-0.001601553,-0.004531477,,,,,,,
09.09.2014,23379272.3,17810832.83,0.76054465,17810832.83,0.76054465,0,-0.001601553,-0.001601553,,33.78213756,133.7821376,0.002484313,-0.001602837,,,,,,,
10.09.2014,23412253.64,17842156.1,0.760901923,17842156.1,0.760901923,0,0.002484313,0.002484313,,33.72134402,133.721344,-0.000454422,0.002481232,,,,,,,
11.09.2014,23401707.86,17817594.52,0.760626519,17817594.52,0.760626519,0,-0.000454422,-0.000454422,,33.32896206,133.3289621,-0.002934326,-0.000454525,,,,,,,
12.09.2014,23360561.24,17862776.93,0.776620406,17862776.93,0.776620406,0,-0.002934326,-0.002934326,,33.23397668,133.2339767,-0.000712414,-0.002938639,,,,,,,
15.09.2014,23242589.78,17844610.49,0.780016061,17844610.49,0.780016061,-0.007947339,-0.000712414,-0.000712414,,33.56569247,133.5656925,0.002489724,-0.000712668,,,,,,,
16.09.2014,23276705.33,17878114.62,0.780332081,17878114.62,0.780332081,0,0.002489724,0.002489724,,33.71245121,133.7124512,0.001098776,0.002486629,,,,,,,
17.09.2014,23336027.51,17895776.35,0.779117344,17895776.35,0.779117344,0,0.001098776,0.001098776,,34.93864476,134.9386448,0.009170377,0.001098173,,,,,,,
18.09.2014,23497606.34,18730763.27,0.809675971,18730763.27,0.809675971,0,0.009170377,0.009170377,,35.34988171,135.3498817,0.003047585,0.009128584,,,,,,,
19.09.2014,23554864.69,18812271.83,0.81172902,18812271.83,0.81172902,0,0.003047585,0.003047585,,34.37457181,134.3745718,-0.007205842,0.00304295,,,,,,,
22.09.2014,23429495.93,18671392.55,0.810573581,18671392.55,0.810573581,0.012299725,-0.007205842,-0.007205842,,32.62682919,132.6268292,-0.013006498,-0.00723193,,,,,,,
23.09.2014,23176802.4,20073564.25,0.881183735,20073564.25,0.881183735,0,-0.013006498,-0.013006498,,33.89759203,133.897592,0.009581492,-0.013091823,,,,,,,
24.09.2014,23369378.84,20264289.23,0.882164942,20264289.23,0.882164942,0,0.009581492,0.009581492,,32.42760804,132.427608,-0.01097842,0.00953588,,,,,,,
25.09.2014,23146968.77,20027934.15,0.880732583,20027934.15,0.880732583,0,-0.01097842,-0.01097842,,33.15405593,133.1540559,0.005485623,-0.011039127,,,,,,,
26.09.2014,23267139.25,20145008.52,0.88127029,20145008.52,0.88127029,0,0.005485623,0.005485623,,32.88198311,132.8819831,-0.002043294,0.005470631,,,,,,,
29.09.2014,24100913.26,20100917.99,0.848425003,20100917.99,0.848425003,-0.013509193,-0.002043294,-0.002043294,,33.268729,133.268729,0.002910446,-0.002045384,,,,,,,
30.09.2014,24153030.74,20493412.6,0.863043877,20493412.6,0.863043877,0,0.002910446,0.002910446,,31.55228823,131.5522882,-0.012879546,0.002906219,,,,,,,
01.10.2014,23882750.74,20330996.47,0.866115053,20330996.47,0.866115053,0,-0.012879546,-0.012879546,,29.70529882,129.7052988,-0.014039964,-0.012963207,,,,,,,
02.10.2014,23592081.51,20655688.07,0.890683153,20655688.07,0.890683153,0,-0.014039964,-0.014039964,,31.11616624,131.1161662,0.010877485,-0.014139457,,,,,,,
03.10.2014,23832241.62,20898990.13,0.891825165,20898990.13,0.891825165,0,0.010877485,0.010877485,,30.9875815,130.9875815,-0.000980693,0.010818751,,,,,,,
06.10.2014,23709560.85,20880897.65,0.895601418,20880897.65,0.895601418,-0.014585528,-0.000980693,-0.000980693,,28.92902196,128.929022,-0.015715685,-0.000981174,,,,,,,
07.10.2014,23374920.87,20562456.66,0.894156389,20562456.66,0.894156389,0,-0.015715685,-0.015715685,,29.29925201,129.299252,0.00287158,-0.015840485,,,,,,,
08.10.2014,23435105.57,20618970.32,0.894399977,20618970.32,0.894399977,0,0.00287158,0.00287158,,27.75721191,127.7572119,-0.011926133,0.002867465,,,,,,,
09.10.2014,23182461.29,20372327.95,0.893036403,20372327.95,0.893036403,0,-0.011926133,-0.011926133,,26.1649559,126.1649559,-0.01246314,-0.01199782,,,,,,,
10.10.2014,22928459.51,20137162.73,0.892005116,20137162.73,0.892005116,0,-0.01246314,-0.01246314,,24.89792084,124.8979208,-0.010042686,-0.012541456,,,,,,,
13.10.2014,22729443.22,19932734.97,0.890754076,19932734.97,0.890754076,-0.031658581,-0.010042686,-0.010042686,,25.20373226,125.2037323,0.002448491,-0.010093454,,,,,,,
14.10.2014,22704954.04,20941794.44,0.936942755,20941794.44,0.936942755,0,0.002448491,0.002448491,,22.78582746,122.7858275,-0.019311763,0.002445498,,,,,,,
15.10.2014,22289987.59,20544297.45,0.935695375,20544297.45,0.935695375,0,-0.019311763,-0.019311763,,22.31806877,122.3180688,-0.00380955,-0.019500671,,,,,,,
16.10.2014,22215827.28,20473225.93,0.935246825,20473225.93,0.935246825,0,-0.00380955,-0.00380955,,24.49461469,124.4946147,0.017794149,-0.003816824,,,,,,,
17.10.2014,22593580.95,20838882.14,0.936332352,20838882.14,0.936332352,0,0.017794149,0.017794149,,24.76507821,124.7650782,0.002172492,0.017637686,,,,,,,
20.10.2014,22925789.98,20919186.92,0.925737295,20919186.92,0.925737295,-0.011124321,0.002172492,0.002172492,,27.5489261,127.5489261,0.022312717,0.002170135,,,,,,,
21.10.2014,23400927.37,21375149.13,0.927175615,21375149.13,0.927175615,0,0.022312717,0.022312717,,27.55429599,127.554296,4.21006E-05,0.02206743,,,,,,,
22.10.2014,23401842.6,21384552.35,0.927266479,21384552.35,0.927266479,0,4.21006E-05,4.21006E-05,,28.60189219,128.6018922,0.008212943,4.20997E-05,,,,,,,
23.10.2014,23579575.02,21552319.58,0.927556818,21552319.58,0.927556818,0,0.008212943,0.008212943,,28.68063142,128.6806314,0.000612271,0.008179401,,,,,,,
24.10.2014,23601703.49,21573802.94,0.92765218,21573802.94,0.92765218,0,0.000612271,0.000612271,,27.90148348,127.9014835,-0.006054897,0.000612084,,,,,,,
27.10.2014,23627490.46,21010452.78,0.90288667,21010452.78,0.90288667,0.031343924,-0.006054897,-0.006054897,,29.36701022,129.3670102,0.011458247,-0.006073302,,,,,,,
28.10.2014,23872498.63,21266994.27,0.903948958,21266994.27,0.903948958,0,0.011458247,0.011458247,,29.60200357,129.6020036,0.001816486,0.011393098,,,,,,,
29.10.2014,23911785.04,21318706.2,0.904155752,21318706.2,0.904155752,0,0.001816486,0.001816486,,30.86171185,130.8617119,0.009719821,0.001814838,,,,,,,
30.10.2014,24124075.94,21513300.58,0.904681991,21513300.58,0.904681991,0,0.009719821,0.009719821,,33.26007214,133.2600721,0.018327441,0.009672887,,,,,,,
31.10.2014,24538534.26,21941625.69,0.906606395,21941625.69,0.906606395,0,0.018327441,0.018327441,,33.141912,133.141912,-0.000886688,0.018161518,,,,,,,
03.11.2014,24519402.89,21769839.32,0.899894228,21769839.32,0.899894228,0.033055787,-0.000886688,-0.000886688,,31.83184311,131.8318431,-0.009839643,-0.000887082,,,,,,,
04.11.2014,24301911.63,21552672.69,0.899010287,21552672.69,0.899010287,0,-0.009839643,-0.009839643,,33.67301837,133.6730184,0.013966089,-0.009888372,,,,,,,
05.11.2014,24601889.12,21847688.23,0.900227733,21847688.23,0.900227733,0,0.013966089,0.013966089,,34.49970767,134.4997077,0.006184414,0.013869462,,,,,,,
06.11.2014,24742619.49,21978472.43,0.900179805,21978472.43,0.900179805,0,0.006184414,0.006184414,,34.31921463,134.3192146,-0.001341959,0.006165369,,,,,,,
07.11.2014,24712718.65,21958449.83,0.900590945,21958449.83,0.900590945,0,-0.001341959,-0.001341959,,34.6070687,134.6070687,0.00214306,-0.00134286,,,,,,,
10.11.2014,25361551.63,22007471.4,0.879158846,22007471.4,0.879158846,0.005077779,0.00214306,0.00214306,,34.92935321,134.9293532,0.002394261,0.002140766,,,,,,,
11.11.2014,25414482.25,22046557.18,0.879368182,22046557.18,0.879368182,0,0.002394261,0.002394261,,34.2064953,134.2064953,-0.005357307,0.0023914,,,,,,,
12.11.2014,25293077.21,21564661.14,0.8651114,21564661.14,0.8651114,0,-0.005357307,-0.005357307,,34.20617098,134.206171,-2.41657E-06,-0.005371708,,,,,,,
13.11.2014,25290555.47,21557481.99,0.864610837,21557481.99,0.864610837,0,-2.41657E-06,-2.41657E-06,,34.36653421,134.3665342,0.001194902,-2.41658E-06,,,,,,,
14.11.2014,25322730.97,21596626.67,0.864971055,21596626.67,0.864971055,0,0.001194902,0.001194902,,34.79419358,134.7941936,0.003182782,0.001194189,,,,,,,
17.11.2014,25157962.94,21426930.64,0.863868949,21426930.64,0.863868949,-0.000721732,0.003182782,0.003182782,,35.13792427,135.1379243,0.002550041,0.003177728,,,,,,,
18.11.2014,25446966.85,21712805.82,0.865309603,21712805.82,0.865309603,0,0.002550041,0.002550041,,35.03900377,135.0390038,-0.000731997,0.002546795,,,,,,,
19.11.2014,25422110.2,21404064.54,0.854031481,21404064.54,0.854031481,0,-0.000731997,-0.000731997,,35.39092867,135.3909287,0.002606098,-0.000732265,,,,,,,
20.11.2014,25478676.75,21844690.2,0.869619781,21844690.2,0.869619781,0,0.002606098,0.002606098,,37.71089157,137.7108916,0.017135291,0.002602708,,,,,,,
21.11.2014,25876271.27,22240278.37,0.871332902,22240278.37,0.871332902,0,0.017135291,0.017135291,,37.82626425,137.8262643,0.000837789,0.016990137,,,,,,,
24.11.2014,25892747.75,22255615.21,0.871324827,22255615.21,0.871324827,0.02527887,0.000837789,0.000837789,,37.51750067,137.5175007,-0.002240238,0.000837438,,,,,,,
25.11.2014,25842088.33,22205383.43,0.87107298,22205383.43,0.87107298,0,-0.002240238,-0.002240238,,37.45123414,137.4512341,-0.000481877,-0.002242751,,,,,,,
26.11.2014,25824319.7,22181271.11,0.87096105,22181271.11,0.87096105,0,-0.000481877,-0.000481877,,37.74729801,137.747298,0.002153956,-0.000481993,,,,,,,
27.11.2014,26011186.16,22358354.91,0.871709807,22358354.91,0.871709807,0,0.002153956,0.002153956,,37.33703458,137.3370346,-0.002978377,0.002151639,,,,,,,
28.11.2014,25814265.49,22196121.35,0.872422355,22196121.35,0.872422355,0,-0.002978377,-0.002978377,,36.71109268,136.7110927,-0.004557707,-0.002982822,,,,,,,
01.12.2014,25861279.4,22105431.77,0.866662465,22105431.77,0.866662465,-0.004070131,-0.004557707,-0.004557707,,37.99576424,137.9957642,0.009396981,-0.004568125,,,,,,,
02.12.2014,26069394.89,22315210.24,0.867800011,22315210.24,0.867800011,0,0.009396981,0.009396981,,39.09656152,139.0965615,0.007977037,0.009353104,,,,,,,
