Date,NAV,Futures,Securities,FxPnL,PayableFees,AccruedFees,AUD Curncy,BRL Curncy,CHF Curncy,CNH Curncy,CNY Curncy,EUR Curncy,GBP Curncy,MXN Curncy,NOK Curncy,USD Curncy,ZAR Curncy,PaidFees,.TAX_EUR LX Equity,TotalFees,Cash
2015-08-28,45669338.45,0,41123058.65,-67923.95,56452.42,-51677.31,0,0,0,808382.21,0,4255942.49,0,0,0,271529.86,0,0,0,4775.11,4614203.75
2015-08-31,45687056.95,0,41179704.06,-102885.53,56431.2,-56386.99,0,0,0,808382.21,0,4255932.51,0,0,0,271529.86,0,0,0,44.2099999999919,4610238.42
2015-09-01,45612087.16,0,40839009.12,6549.71,9396.88999999999,-10952.13,0,0,0,808382.21,0,4063528.93,0,0,0,667404.86,0,0,0,-1555.24000000001,4766528.33
2015-09-02,45518861.25,0,39760595.4,-51100.83,9389.81999999999,-12540.17,0,0,0,6543649.34,-6500000,4326460.58,0,0,0,1676146.15,0,0,0,-3150.35000000001,5809366.68
2015-09-03,45665506.71,0,40156966.96,-329717.94,9432.75,-14151.76,0,0,0,43649.3399999999,0,4326357.08,0,0,0,1676146.15,0,0,0,-4719.01000000001,5838257.69
2015-09-04,45611121.53,0,40349580.2,-290160.07,9425.67999999999,-15742.79,0,0,0,63813.7199999999,0,4041197.7,0,0,0,1676146.15,0,0,0,-6317.11000000001,5551701.4
2015-09-07,45545481.8,0,39782141.61,-200385.75,9404.45999999999,-20524.41,0,0,0,2864275.09,0,4041197.7,0,0,0,1715316.15,0,0,0,-11119.95,5963725.94000001
2015-09-08,45515307.67,0,39699682.98,-145767.22,9397.38999999999,-22114.26,0,0,0,64275.0900000001,0,4041197.7,0,0,0,2152108.16,0,0,0,-12716.87,5961391.91
2015-09-09,45575706.18,0,40250275.41,-183394.02,9390.31999999999,-23714.21,0,0,0,64275.0900000001,0,3850214.09,0,0,0,1858307.33,0,0,0,-14323.89,5508824.79000001
2015-09-10,45455223.12,0,40026167.12,-70076.73,9383.24999999999,-25293.18,0,0,0,64275.09,0,3850214.09,0,0,0,1858307.33,0,0,0,-15909.93,5499132.73
2015-09-11,45330715.72,0,39833337.26,61415.76,9376.17999999999,-26867.64,0,0,0,64275.09,0,3798158.66,0,0,0,1858307.33,0,0,0,-17491.46,5435962.7
2015-09-15,44566117.52,0,39725118.48,35687.22,9347.88999999999,-33083.01,0,0,0,64275.09,0,3141100.51,0,0,0,1893119.83,0,0,0,-23735.12,4805311.82000001
2015-09-16,44533495.17,0,39699653.44,77036.98,9340.81999999999,-34632.94,0,0,0,64275.09,0,3097215.98,0,0,0,1893119.83,0,0,0,-25292.12,4756804.75
2015-09-17,44575827.04,0,39705572.26,119290.48,53367.77,-36193.51,0,0,0,64275.09,0,3052043.49,0,0,0,1893119.83,0,0,0,17174.26,4750964.30000001
2015-09-18,44553974.04,0,39643352.59,240632.89,53360.7,-37747.98,0,0,0,64275.09,0,2976780.87,0,0,0,1898533.83,0,0,0,15612.72,4669988.56
2015-09-21,44626287.25,0,39759212.21,-130312.15,53339.48,-42475.13,0,0,0,2113140.84,0,2976780.87,0,0,0,1919921.33,0,0,0,10864.35,4997387.19
2015-09-22,44540519.29,0,39792614.92,-258382.86,53332.41,-44019.04,0,0,0,2113140.84,0,2976780.87,0,0,0,1919921.33,0,0,0,9313.37,5006287.23
2015-09-23,44487213.47,0,39546181.84,-230215.91,53325.34,-45568.08,0,0,0,2113140.84,0,-18792129.93,0,0,0,26370252.11,0,0,0,7757.26,5171247.54
2015-09-24,44115162.44,0,38980100.95,360988.48,53318.27,-47067.01,0,0,0,2113140.84,0,-18884078.81,0,0,0,26370252.11,0,0,0,6251.26,4774073.01
2015-09-25,44185755.45,0,39281321.87,63299.41,53311.2,-48617.92,0,0,0,2113140.84,0,4112365.72,0,0,0,478722.11,0,0,0,4693.28,4841134.17000001
2015-09-28,43939649.79,0,38538797.37,134903.62,53289.98,-53271.21,0,0,0,3605083.99,-1466000,4112365.72,0,0,0,957337.74,0,0,0,18.7699999999968,5265948.8
2015-09-29,43697747.89,0,37130246.56,154673.78,53282.91,-54765.65,0,0,0,5587488.78,-3446000,3913043.5,0,0,0,2467197.3,0,0,0,-1482.74000000001,6412827.55
2015-09-30,43851776.37,0,36573892.49,36752.72,53275.84,-56313.76,0,0,0,2141488.78,0,4387477.8,0,0,0,2852346.81,0,0,0,-3037.92000000001,7241131.16
2015-10-01,43867462.23,0,36221030.71,123323.97,5022.31,-9608.15,0,0,0,2141488.78,0,4396927.8,0,0,0,3171396.81,0,0,0,-4585.84000000001,7523107.55
2015-10-02,43848207.9,0,36075714.79,270585.09,5015.24,-11148.56,0,0,0,2141488.78,0,4396927.8,0,0,0,3171396.81,0,0,0,-6133.32000000001,7501908.02
2015-10-05,44029121.27,0,36643406.6,135302.84,4994.02,-15779.78,0,0,0,2141488.78,0,4117861.13,0,0,0,3186771.81,0,0,0,-10785.76,7250411.82999999
2015-10-06,43972970.14,0,36636933.47,241753.53,4986.95,-17323.24,0,0,0,2141488.78,0,3966095.27,0,0,0,3199896.81,0,0,0,-12336.29,7094283.14
2015-10-07,44066487.22,0,37433795.68,186617.58,4979.88,-18865.73,0,0,0,2141488.78,0,3906340.87,0,0,0,2531684.31,0,0,0,-13885.85,6446073.96000001
2015-10-08,43468699.79,0,35833081.66,270898.72,4972.81,-20380.91,0,0,0,2141488.78,0,4047808.25,0,0,0,3420860.17,0,0,0,-15408.1,7364719.41000001
2015-10-09,43498055.7,0,35730040.42,426974.38,4965.74,-21904.14,0,0,0,2141488.78,0,4047808.25,0,0,0,3420860.17,0,0,0,-16938.4,7341040.89999999
2015-10-12,43342001.83,0,35733392.69,460304.37,4944.52,-26487.62,0,0,0,2141488.78,0,3848843.88,0,0,0,3438061.97,0,0,0,-21543.1,7148304.77000001
2015-10-13,43091321.73,0,36482580.31,462595.81,4937.45,-27987.54,0,0,0,1488.7799999998,0,3200709.54,0,0,0,3375972.78,0,0,0,-23050.09,6146145.60999999
2015-10-14,43028160.02,0,36310325.2,589423,4930.38,-29490.56,0,0,0,1488.7799999998,0,3200709.54,0,0,0,3375972.78,0,0,0,-24560.18,6128411.81999999
2015-10-15,42645765.86,0,36292491.79,489776.8,4923.31,-30972.17,0,0,0,1488.78,0,2735246.14,0,0,0,3591409.24,0,0,0,-26048.86,5863497.27000001
2015-10-16,43732603.31,0,36131114.26,472162.33,49395.73,-32530.33,0,0,0,1488.78,0,3690757.97,0,0,0,3892637.96,0,0,0,16865.4,7129326.72
2015-10-19,42610498.97,0,36364005.11,336144.63,49374.51,-37044.22,0,0,0,1488.78,0,2453467.9,0,0,0,3895553.75,0,0,0,12330.29,5910349.23
2015-10-20,42551569.99,0,36261711.37,400904.87,49367.44,-38526.73,0,0,0,1488.78,0,2443431.52,0,0,0,3895553.75,0,0,0,10840.71,5888953.75
2015-10-21,42539813.87,0,36230756.22,425226.09,49360.37,-40011.81,0,0,0,1488.78,0,2443431.52,0,0,0,3895553.75,0,0,0,9348.56,5883831.56
2015-10-22,42739253.22,0,36630640.6,26756.89,49353.3,-41511.7,0,0,0,999161.25,0,2443431.52,0,0,0,3895553.75,0,0,0,7841.6,6081855.73
2015-10-23,42935036.11,0,37072119.71,-264500.22,49346.23,-43020.28,0,0,0,999161.25,0,2443431.52,0,0,0,3901053.75,0,0,0,6325.95,6127416.62
2015-10-26,43011884.38,0,37316251.57,-232231.43,49325.01,-47563.45,0,0,0,999161.25,0,2443431.52,0,0,0,3691410.78,0,0,0,1761.55999999999,5927864.24
2015-10-27,42988343.27,0,37291620.32,-229092.51,49317.94,-49067.42,0,0,0,999161.25,0,2443431.52,0,0,0,3691410.78,0,0,0,250.519999999997,5925815.46
2015-10-28,42959988.15,0,37234449.7,-196549.97,49310.87,-50571,0,0,0,999161.25,0,2443431.52,0,0,0,3694333.31,0,0,0,-1260.13,5922088.42
2015-10-29,43051485.22,0,37302736.54,-429542.06,49303.8,-52081.41,0,0,0,999161.25,0,2568219.7,0,0,0,3802522.06,0,0,0,-2777.61000000001,6178290.74
2015-10-30,42981664.06,0,37789870.53,-246296.21,49296.73,-53585.17,0,0,0,997335.46,0,1493219.7,0,0,0,4204699.74,0,0,0,-4288.44,5438089.74
2015-11-02,43032492.45,0,38648596.45,-271495.44,6487.96,-15154.53,0,0,0,997489.56,0,1181407.71,0,0,0,3685715.23,0,0,0,-8666.57,4655391.43999999
2015-11-03,43105026.11,0,38593874.65,-450406.22,6480.89,-16669.95,0,0,0,997489.56,0,1083728.14,0,0,0,4101031.9,0,0,0,-10189.06,4961557.68
2015-11-04,43278783.29,0,38739545.42,-649816.6,6473.82,-18195.89,0,0,0,997489.56,0,1083728.14,0,0,0,4314684.68,0,0,0,-11722.07,5189054.47
2015-11-05,43268642.29,0,39215479.67,-644124.62,6466.75,-19712.96,0,0,0,997489.56,0,3032478.14,0,0,0,1666372.69,0,0,0,-13246.21,4697287.24
2015-11-06,43254826.55,1173456.92,39458244.02,-916716.61,6459.68,-21228.02,0,0,0,997489.56,0,3032103.14,0,0,0,1665575.94,0,0,0,-14768.34,4713299.13999999
2015-11-09,41994767.05,1172929.27,39294620.84,-910225.07,6438.46,-25648.59,0,0,0,997489.56,0,1916230.73,0,0,0,1684857.19,0,0,0,-19210.13,3610371.27999999
2015-11-10,42006098.17,1181062.09,39805631.91,-1027802.99,6431.39,-27111.91,0,0,0,997489.56,0,1916230.73,0,0,0,1269078.09,0,0,0,-20680.52,3228269.25000001
2015-11-12,41789877.61,1173491.33,39112080.12,-889671.73,6417.24,-30053.31,0,0,0,997489.56,0,1800826.06,0,0,0,1769348.92,0,0,0,-23636.07,3567469.22
2015-11-13,41258861.55,1179063.97,39291331.67,-940975.5,6410.17,-31454.76,0,0,0,997489.56,0,1136713.45,0,0,0,1772630.17,0,0,0,-25044.59,2908505.38
2015-11-16,41207881.67,1181971.4,39236931.88,-976075.38,6388.95,-35859.12,0,0,0,997489.56,0,1152775.95,0,0,0,1798673.92,0,0,0,-29470.17,2947025.17
2015-11-17,41285106.75,1189938.27,39456301.77,-1128622.82,6381.88,-37296.28,0,0,0,997489.56,0,1152775.95,0,0,0,1799298.92,0,0,0,-30914.4,2957427.8
2015-11-18,41242633.96,1189595.66,39423537.81,-1136621.29,6374.81,-38726.98,0,0,0,997489.56,0,1152775.95,0,0,0,1798517.67,0,0,0,-32352.17,2955717.44
2015-11-19,41163858.99,1180843.38,39156206.48,-932629.05,6367.74,-40155.79,0,0,0,997489.56,0,1152775.95,0,0,0,1799767.67,0,0,0,-33788.05,2940281.56
2015-11-20,41224903.85,1187177.84,39182878.2,-1083935.83,47475.17,-41596.95,0,0,0,-1040510.44,0,1111661.46,0,0,0,2305123.02,0,0,0,5878.22,3125961.47999999
2015-11-23,41254545.68,1194260.02,38985788.38,-1203631.26,47453.95,-45985.57,0,0,0,998010.1,0,1111661.46,0,0,0,2350036.77,0,0,0,1468.38,3472388.55999999
2015-11-24,41207195.67,1192671.87,38634539.68,-1153357.17,47446.88,-47418.52,0,0,0,998010.1,0,1370593.92,0,0,0,2350974.27,0,0,0,28.3600000000006,3726013.16
2015-11-25,41103711.26,1197739.81,38606317.94,-1242078.62,48316.63,-48843.52,0,0,0,998010.1,0,1369649.68,0,0,0,2357755.52,0,0,0,-526.889999999999,3739471.94
2015-11-26,41090031.08,1195822.35,38231016.21,-1199426.34,48309.56,-50275.86,0,0,0,998010.1,0,1369649.68,0,0,0,2702233.3,0,0,0,-1966.3,4058441.21
2015-11-27,41107631.44,1199472.6,38301535.4,-1260882.82,48302.49,-51712.07,0,0,0,998010.1,0,1369649.68,0,0,0,2706570.8,0,0,0,-3409.58,4066978.86
2015-11-30,41043772.46,1202628.65,38320207.75,-1346980.43,48281.27,-56072.13,0,0,0,994889.8,0,1369649.68,0,0,0,2705945.8,0,0,0,-7790.86000000001,4070545.14
2015-12-01,41003351.09,1196824.18,37210151.36,-1230331.35,8160.62,-17397.19,0,0,0,994889.8,0,1354627.68,0,0,0,3747217.83,0,0,0,-9236.57000000001,5023531.08
2015-12-02,40985835.08,0,37270531.41,-1317856.02,8153.55,-18835.58,0,0,0,994889.8,0,1354627.68,0,0,0,3746264.85,0,0,0,-10682.03,5033159.69
2015-12-03,40711536.25,1156954.11,36399901.9,-637057.52,8146.48,-20249.64,0,0,0,994889.8,0,1354627.68,0,0,0,3758693.1,0,0,0,-12103.16,4948691.87000001
2015-12-04,40675518.11,1156466.69,36282123,-552095.95,8139.41,-21680.32,0,0,0,994889.8,0,1354627.68,0,0,0,3770195.1,0,0,0,-13540.91,4945491.06
2015-12-07,40618365.29,1164190.28,36297197.76,-635257.06,8118.19,-25977.66,0,0,0,994889.8,0,1354627.68,0,0,0,3774413.85,0,0,0,-17859.47,4956424.59
2015-12-08,40421075.23,0,36085374.53,-592124.77,8111.12,-27380.15,0,0,0,994889.8,0,1333381.68,0,0,0,3775125.15,0,0,0,-19269.03,4927825.47
2015-12-09,40289599.58,0,34731992.41,-382488.17,8104.05,-28749.28,0,0,0,994889.8,0,1846236.43,0,0,0,4357723.07,0,0,0,-20645.23,5940095.34
2015-12-10,40239147.61,0,34744282.41,-441573.66,15977.57,-30161.45,0,0,0,994889.8,0,1826180.38,0,0,0,4357723.07,0,0,0,-14183.88,5936438.86
2015-12-11,40015358.37,0,34491917.25,-304430.4,15970.5,-31550.68,0,0,0,994889.8,0,1742367.78,0,0,0,4357723.07,0,0,0,-15580.18,5827871.52
2015-12-14,39749468.82,0,34168151.1,-236641.9,15949.28,-35783.49,0,0,0,994889.8,0,1742367.78,0,0,0,4364356.07,0,0,0,-19834.21,5817959.62
2015-12-15,39836763.89,0,36285965.53,-478644.05,15941.1,-37193.66,0,0,0,994889.8,0,-110572.63,0,0,0,4392265.79,0,0,0,-21252.56,4029442.41
2015-12-16,39865002.39,0,36600402.64,-381208.28,15932.93,-38597.72,0,0,0,994889.8,0,-22088594.61,0,0,0,28034753.29,0,0,0,-22664.79,3645808.03
2015-12-17,39931327.25,0,36550700.33,-853264.62,56214.39,-40008.67,0,0,0,994889.8,0,-22128892.75,0,0,0,28392265.79,0,0,0,16205.72,4233891.53999999
2015-12-18,39862498.01,0,36465530.91,-148818.92,56206.22,-41405.64,0,0,0,994889.8,0,2329084.86,0,0,0,1151590.79,0,0,0,14800.58,3545786.02
2015-12-21,39771558.94,0,36233138.09,-3283.08,56181.7,-45642.06,0,0,0,994889.8,0,2329084.86,0,0,0,1160528.29,0,0,0,10539.64,3541703.93
2015-12-22,39731765.25,0,36103407.84,92858.67,61454.92,-47036.76,0,0,0,994889.8,0,2323803.27,0,0,0,1160528.29,0,0,0,14418.16,3535498.74
2015-12-23,39836674.94,0,36374986.86,-81598.34,61446.75,-48449.55,0,0,0,994889.8,0,2323803.27,0,0,0,1160528.29,0,0,0,12997.2,3543286.42000001
2015-12-28,39821240.57,0,36187214.63,100507.52,61405.92,-55522.4,0,0,0,994889.8,0,2323803.27,0,0,0,1169188.01,0,0,0,5883.52,3533518.42
2015-12-29,39840303.77,0,36331884.77,-30656.24,61397.75,-56924.11,0,0,0,994889.8,0,2323803.27,0,0,0,1169188.01,0,0,0,4473.64,3539075.24
2015-12-30,39813899.74,0,36293357.68,-16361.13,61389.59,-58321.27,0,0,0,994889.8,0,2323803.27,0,0,0,1169188.01,0,0,0,3068.32,3536903.19
2015-12-31,39851236.11,0,36429018,-119136.6,61381.43,-59554.68,0,0,0,994889.8,0,2323803.57,0,0,0,1169188.01,0,0,0,1826.74999999999,3541354.71
2016-01-04,39845167.13,0,36542446.32,-238473.57,6410.98,-10033.96,0,0,0,994889.8,0,2323803.57,0,0,0,1169188.01,0,0,0,-3622.98,3541194.37999999
2016-01-05,39957107.07,0,36819198.93,-411140.57,6402.81,-11397.09,0,0,0,994889.8,0,2323803.57,0,0,0,1169188.01,0,0,0,-4994.28,3549048.71
2016-01-06,39950199.85,0,36756169.99,-349154.2,6394.64,-12756.32,0,0,0,994889.8,0,2323803.57,0,0,0,1169188.01,0,0,0,-6361.68,3543184.06
2016-01-07,39801432.37,0,36448685.7,-180160.95,6386.46,-14106.23,0,0,0,994889.8,0,2323803.57,0,0,0,1169188.01,0,0,0,-7719.77,3532907.62
2016-01-08,39636276.9,0,36457838.22,-33582.75,9473,-15449.31,0,0,0,994889.8,0,2009415.95,0,0,0,1169188.01,0,0,0,-5976.31,3212021.43
2016-01-11,39606517.05,0,36818373.09,-143312.8,9448.41,-19502.86,0,0,0,994889.8,0,1910803.45,0,0,0,967996.9,0,0,0,-10054.45,2931456.75999999
2016-01-12,39579873.38,0,36848673.12,-202081.5,9440.22,-20845.27,0,0,0,994889.8,0,1910803.45,0,0,0,967996.9,0,0,0,-11405.05,2933281.76
2016-01-13,39505450.44,0,36731114.02,-155113.71,9432.03,-22570.26,0,0,0,994889.8,0,1910803.45,0,0,0,967996.9,0,0,0,-13138.23,2929450.13
2016-01-14,39370804.29,-1768920.96,36604417.74,-174662.93,9423.84,-23932.77,0,0,0,994889.8,0,1922915.95,0,0,0,968676.78,0,0,0,-14508.93,2941049.48
2016-01-15,39131050.12,-2345747.35,36255381.98,52178.47,9415.65,-25283.45,0,0,0,994889.8,0,1804049.8,0,0,0,983500.03,0,0,0,-15867.8,2823489.67000001
2016-01-18,39085682.13,-2362247.71,36432579.16,-104916.54,43480.33,-29392.8,0,0,0,994889.8,0,1695197.97,0,0,0,989492.46,0,0,0,14087.53,2758019.51000001
2016-01-19,38619015.67,-2356115.52,36383301.82,-58764.73,47608.56,-30711.7,0,0,0,994889.8,0,1227336.31,0,0,0,993726.26,0,0,0,16896.86,2294478.58
2016-01-20,38459101.64,-2365329.91,36229392.55,-61723.34,47600.37,-32032.32,0,0,0,994889.8,0,1227336.31,0,0,0,992082.51,0,0,0,15568.05,2291432.43
2016-01-21,38445900.03,-2377638.93,36457610.6,-211869.66,47592.18,-33359.44,0,0,0,994889.8,0,1126421.22,0,0,0,996145.01,0,0,0,14232.74,2200159.08999999
2016-01-22,38625329.76,-2371934.04,36631606.79,-210461.11,47583.99,-34701.16,0,0,0,994889.8,0,1126421.22,0,0,0,1002082.51,0,0,0,12882.83,2204184.08
2016-01-25,38671815.89,-2373355.64,37205025.59,-196006.38,47559.44,-38773.67,0,0,0,994889.8,0,1024000.39,0,0,0,531911.76,0,0,0,8785.77,1662796.68
2016-01-26,38681955.73,-2374752.27,37370372.94,-164013.69,47601.25,-40113.35,0,0,0,994889.8,0,1022521.95,0,0,0,332865.93,0,0,0,7487.9,1475596.48000001
2016-01-27,38704993.7,-2370699.57,37330012.24,-118763.98,47593.07,-41455.2,0,0,0,994889.8,0,1022521.95,0,0,0,355172.18,0,0,0,6137.87,1493745.43999999
2016-01-28,38761779.69,-2358997.21,37303008.11,18605.09,47584.89,-42802.91,0,0,0,994889.8,0,1022521.95,0,0,0,301240.93,0,0,0,4781.98,1440166.49
2016-01-29,38959872.2,-2395048.75,37476475.13,-229264.45,47576.7,-44164.06,0,0,0,-1045110.2,0,1022521.95,0,0,0,901536.76,0,0,0,3412.64,1712661.52
2016-02-01,38916731.14,-2371540.37,36327902.54,-82712.66,8618.78,-9191.7,0,0,0,992799.58,0,1022521.95,0,0,0,1646855.44,0,0,0,-572.920000000004,2671541.25999999
2016-02-02,38945020.15,-2386931.79,36242385.09,-69208.01,8610.6,-10549.47,0,0,0,992799.58,0,1132521.25,0,0,0,1639167.94,0,0,0,-1938.87,2771843.06999999
2016-02-03,38829076.54,-2353330.47,35851946.65,226695.14,8602.41,-11900.41,0,0,0,40329.34,0,1263319.38,0,0,0,1640730.44,0,0,0,-3298,2750434.75
2016-02-04,37612917.17,-2332419.43,35831354.39,460108.99,8594.22,-13162.27,0,0,0,40329.34,0,-143868.09,0,0,0,1635730.44,0,0,0,-4568.05,1321453.78999999
2016-02-05,37644924.35,-2339648.67,35902134.39,408464.61,15734.73,-14481.7,0,0,0,40329.34,0,-151391.66,0,0,0,1648074.19,0,0,0,1253.03,1334325.35
2016-02-08,37584818.95,-2944536.34,35858360.89,414350.34,15710.13,-18467.69,0,0,0,40329.34,0,-151391.67,0,0,0,1628378.94,0,0,0,-2757.56,1312107.72
2016-02-09,37359259.8,-2902703.48,35351809.97,717947.71,15701.93,-19761.9,0,0,0,40329.34,0,208596.91,0,0,0,1220899.81,0,0,0,-4059.97000000001,1289502.12
2016-02-10,37431823.6,-2936709.99,35661321.61,512374.77,15693.73,-21073.25,0,0,0,40329.34,0,208596.91,0,0,0,1174761.62,0,0,0,-5379.52,1258127.22
2016-02-11,37186803.16,-2909843.74,34716815.87,776615.93,15685.53,-22361.07,0,0,0,40329.34,0,208596.91,0,0,0,1685655.54,0,0,0,-6675.54,1693371.36000001
2016-02-12,37233704.73,-2914054.16,34673023.18,599975.17,15677.31,-23667.38,0,0,0,40329.34,0,208596.91,0,0,0,1972862.14,0,0,0,-7990.07000000001,1960706.38
2016-02-15,37374040,-2940071.34,34933443.98,419017.22,52974.04,-27630.93,0,0,0,40329.34,0,184025.55,0,0,0,2013416.31,0,0,0,25343.11,2021578.8
2016-02-16,37411559.42,-2936566.24,34969372.55,418435.72,52965.84,-28940.97,0,0,0,40329.34,0,184025.55,0,0,0,2017322.55,0,0,0,24024.87,2023751.15
2016-02-17,38031311.57,-2343153.55,35199246.45,397532.28,52957.65,-30312.12,0,0,0,40329.34,0,883921.91,0,0,0,1694982.9,0,0,0,22645.53,2434532.83999999
2016-02-18,38152267.89,-2359058.97,35387360.35,335767.06,52949.46,-31654.54,0,0,0,40329.34,0,883921.91,0,0,0,1685294.9,0,0,0,21294.92,2429140.48
2016-02-19,38147124.63,-2357290.78,35291563.07,347385.68,52941.27,-32989.65,0,0,0,329.34,0,1427874.28,0,0,0,1177627.28,0,0,0,19951.62,2508175.88
2016-02-22,38270541.46,-2371911.13,35567997.15,207358.74,52916.68,-36988.81,0,0,0,329.34,0,1409044.41,0,0,0,1180127.28,0,0,0,15927.87,2495185.57
2016-02-23,39291628.99,-2375498.91,36080111.94,200662.18,52908.5,-38442.73,0,0,0,329.34,0,1907730.86,16366.67,0,0,1177002.28,0,0,0,14465.77,3010854.87
2016-02-24,39266153.01,-2377064.05,36166001.14,196566.9,52900.33,-39818.19,0,0,0,329.34,0,1803036.42,16366.67,0,0,1175752.28,0,0,0,13082.14,2903584.97
2016-02-25,39293504.95,-2382908.09,36461298.29,215399.49,52892.17,-41195.83,0,0,0,329.34,0,1808036.42,16366.67,0,0,856536.22,0,0,0,11696.34,2616807.17
2016-02-26,39446598.71,-2393264.08,36785297.26,25376.66,52884.04,-42583.66,0,0,0,329.34,0,1808036.42,16366.67,0,0,870598.72,0,0,0,10300.38,2635924.79
2016-02-29,39277009.99,-2409576.18,37120627.34,-86533.33,52859.63,-46720.28,0,0,0,2419.56,0,1406947.59,16366.67,0,0,878473.72,0,0,0,6139.35,2242915.97999999
2016-03-01,39398297.07,-1556241.08,37227702.44,-98013.52,17107.78,-12351.03,0,0,0,2419.56,0,1406947.59,16366.67,0,0,907400.37,0,0,0,4756.75,2268608.15
2016-03-02,39560554.38,0,37464037.65,-158994.55,17099.67,-13732.9,0,0,0,2419.56,0,1303461.76,16366.67,0,0,1003844.7,0,0,0,3366.77,2255511.28
2016-03-03,40280582.68,0,37739407.75,36500.34,17141.56,-15188.68,0,0,0,2419.56,0,1903119.04,16366.67,0,0,631945.17,0,0,0,1952.88,2504674.59
2016-03-04,41162500.4,0,37668392.75,178427.42,17133.45,-16686.84,0,0,0,2419.56,0,2719628.18,16366.67,0,0,631945.17,0,0,0,446.609999999997,3315680.23
2016-03-07,41260053.32,0,38128151.19,132008.35,17109.14,-20904.11,0,0,0,2419.56,0,2719628.18,16366.67,0,0,288380.17,0,0,0,-3794.97000000001,2999893.78
2016-03-08,41187519.44,0,37376345.76,264271.09,17101.04,-22325.9,0,0,0,2419.56,0,2719628.18,16366.67,0,0,896578.26,0,0,0,-5224.86,3546902.59
2016-03-09,40776232.02,0,37493325.37,181883.95,17092.94,-23696.06,0,0,0,2419.56,0,2271853.02,16366.67,0,0,896578.26,0,0,0,-6603.12000000001,3101022.7
2016-03-10,40774826.36,0,37251022.7,434305.41,17084.84,-25107.14,0,0,0,2200.38,0,2271853.02,16366.67,0,0,896578.26,0,0,0,-8022.3,3089498.25
2016-03-11,40924988.43,0,37193902.14,453193.79,17076.74,-26535.29,0,0,0,2200.38,0,2462478,16366.67,0,0,896578.26,0,0,0,-9458.55,3277892.5
2016-03-14,41109221.28,0,37451071.44,364501.61,51184.2,-30776,0,0,0,2200.38,0,2428346.24,16366.67,0,0,914640.76,0,0,0,20408.2,3293648.23
2016-03-15,41025661.05,0,38759623.45,377376.78,55875.57,-32184.89,0,0,0,2200.38,0,1460827.46,2331.92,0,0,445442.14,0,0,0,23690.68,1888660.81999999
2016-03-16,41048277.95,0,38542499,337792.99,55867.47,-33606.37,0,0,0,2200.38,0,-17636404.86,2331.92,0,0,21904095.14,0,0,0,22261.1,2167985.96
2016-03-17,39977736.61,0,38077629.02,1164130.04,55859.37,-34871.91,0,0,0,2200.38,0,-18644188.28,2331.92,0,0,21904095.14,0,0,0,20987.46,735977.549999996
2016-03-18,40085561.42,0,37918403.16,426652.95,55901.29,-36260.12,0,0,0,2200.38,0,1323072.41,2331.92,0,0,445441.94,0,0,0,19641.17,1740505.30999999
2016-03-21,40289342.67,0,38314064.8,374836.13,55877.04,-40464.92,0,0,0,2200.38,0,1268946.51,2331.92,0,0,352196.11,0,0,0,15412.12,1600441.74
2016-03-22,40330643.35,0,38173843.57,327097.27,55868.96,-41856.1,0,0,0,2200.38,0,1268946.51,2331.92,0,0,610146.8,0,0,0,14012.86,1829702.50999999
2016-03-23,40371302.43,0,38300253.61,240251.24,55860.88,-43249.48,0,0,0,2200.38,0,1268946.51,2331.92,0,0,610146.8,0,0,0,12611.4,1830797.58
2016-03-24,40330298.91,0,38284338.08,215982.43,55852.8,-44633.03,0,0,0,2200.38,0,1268946.51,2331.92,0,0,610146.8,0,0,0,11219.77,1829978.40000001
2016-03-29,40326493.64,0,38217100.78,247072.96,55812.34,-51613.24,0,0,0,2200.38,0,1270046.01,2331.92,0,0,654126.8,0,0,0,4199.1,1862319.9
2016-03-30,40288178.23,0,37868801.74,556162.88,55804.25,-52997.96,0,0,0,2200.38,0,1279046.01,2331.92,0,0,656426.8,0,0,0,2806.29,1863213.60999999
2016-03-31,40340564.99,-1716343.63,37632407.37,636049.54,55796.17,-54276.91,0,0,0,2200.38,0,1268546.01,2331.92,0,0,910275.55,0,0,0,1519.26,2072108.08
2016-04-01,40421800.46,-1722744.05,37792925.41,553398.44,10951.58,-10834.48,0,0,0,2200.38,0,1268546.01,2331.92,0,0,911681.8,0,0,0,117.099999999999,2075476.61
2016-04-04,40412109.02,-1719484.47,37704621.98,612875.93,10927.32,-15016.3,0,0,0,2200.38,0,1292546.01,2331.92,0,0,913852.17,0,0,0,-4088.98,2094611.11000001
2016-04-05,40378127.32,-1725130.22,37877711.38,607374.64,10919.23,-16407.85,0,0,0,2200.38,0,1096722.24,2331.92,0,0,908461.55,0,0,0,-5488.62,1893041.3
2016-04-06,40384428.79,-1723427.4,37285745.73,604783.8,10911.14,-17801.05,0,0,0,2200.38,0,1096722.24,2331.92,0,0,1593432.04,0,0,0,-6889.91,2493899.26
