Date,NAV,Futures,Securities,FxPnL,PayableFees,AccruedFees,AUD Curncy,BRL Curncy,CHF Curncy,CNH Curncy,CNY Curncy,EUR Curncy,GBP Curncy,MXN Curncy,NOK Curncy,USD Curncy,ZAR Curncy,PaidFees,.TAX_EUR LX Equity,TotalFees,Cash
2015-07-27,50062248.66,0,42576023.73,-351807.65,38222.23,-48127.73,0,0,0,734959.72,0,7591280.68,0,0,0,166812.27,0,0,0,-9905.50000000001,7838032.58
2015-07-28,50111864.66,0,42763675.61,-492272.21,38215.16,-49864.88,0,0,0,734959.72,0,7591280.68,0,0,0,169662.27,0,0,0,-11649.72,7840461.26
2015-07-29,50278310.24,0,42766194.39,-504730.58,38208.09,-51614.45,0,0,0,734959.72,0,7741279.8,0,0,0,200599.77,0,0,0,-13406.36,8016846.43
2015-07-30,50370351.58,0,43090984.08,-744378.66,38201.02,-53364.42,0,0,0,774630.95,0,7741279.8,0,0,0,200599.77,0,0,0,-15163.4,8023746.16
2015-07-31,50259307.03,0,42703971.17,-469092.19,38193.95,-54907.1,0,0,0,774630.95,0,7741279.8,0,0,0,206724.77,0,0,0,-16713.15,8024428.05
2015-08-03,50254047.81,0,43041144.45,-638314.64,-11445.4,-10522.27,0,0,0,774630.95,0,7737561.18,0,0,0,24249.77,0,0,0,-21967.67,7851218
2015-08-04,50148655.03,0,43146844.27,-665487.81,-11452.47,-12254.98,0,0,0,774630.95,0,7555146,0,0,0,24309.77,0,0,0,-23707.45,7667298.57
2015-08-05,50195825.34,0,43401556.13,-879172.88,-11459.54,-13998.95,0,0,0,774630.95,0,7555146,0,0,0,31653.52,0,0,0,-25458.49,7673442.09
2015-08-06,50036378.34,0,43138796.91,-773531.06,-11466.61,-15726.08,0,0,0,774630.95,0,7555146,0,0,0,31653.52,0,0,0,-27192.69,7671112.49
2015-08-07,49633264.08,0,43117980.58,-713871.13,-7755.06,-17424.67,0,0,0,774630.95,0,7255467.76,0,0,0,-125848.56,0,0,0,-25179.73,7229154.63000001
2015-08-10,49299199.51,0,42934231.72,-622636.19,-7776.28,-22580.27,0,0,0,774630.95,0,6869376.11,0,0,0,38526.4400000001,0,0,0,-30356.55,6987603.98
2015-08-11,49079847.38,0,42026454.49,-473671.72,-7783.35,-24260.05,0,0,0,774630.95,0,6976470.37,0,0,0,523164.63,0,0,0,-32043.4,7527064.60999999
2015-08-12,48789005.36,0,41432965.77,-163468.9,-7790.42,-25927.41,0,0,0,774630.95,0,6976470.37,0,0,0,526178.51,0,0,0,-33717.83,7519508.49
2015-08-13,48869748.86,0,41632680.27,-298427.46,-7797.49,-27621.6,0,0,0,774630.95,0,6976470.37,0,0,0,541602.13,0,0,0,-35419.09,7535496.05
2015-08-14,48576061.96,0,41430591.58,-334845.95,-7804.56,-29282.79,0,0,0,774630.95,0,6914600.4,0,0,0,549702.13,0,0,0,-37087.35,7480316.33000001
2015-08-17,48606837.89,0,41281048.96,-416058.42,-4175.44,-34399.12,0,0,0,774630.95,0,6910950.08,0,0,0,842651.44,0,0,0,-38574.56,7741847.35
2015-08-18,48030190.57,0,41672241.25,-504897.23,-4182.51,-36013.74,0,0,0,808382.21,0,6375669.47,0,0,0,456412.55,0,0,0,-40196.25,6862846.54999999
2015-08-19,46034437.55,0,41490572.86,-458698.07,-4189.58,-37446.11,0,0,0,808382.21,0,4510657.99,0,0,0,464412.55,0,0,0,-41635.69,5002562.76
2015-08-20,45776117.03,0,41132923.17,-146759.35,-4196.65,-38989.81,0,0,0,808382.21,0,4490683.54,0,0,0,258107.61,0,0,0,-43186.46,4789953.21
2015-08-21,45578519.41,0,40694948.15,99375.68,-4203.72,-40534.7,0,0,0,808382.21,0,4489977.48,0,0,0,258107.61,0,0,0,-44738.42,4784195.58000001
2015-08-24,45023202.87,-1666774.65,39614330.29,638648.07,13633.64,-45400.23,0,0,0,808382.21,0,4472118.9,0,0,0,257146.86,0,0,0,-31766.59,4770224.51
2015-08-25,45253475,0,40156455.29,316017.86,13626.57,-46960.54,0,0,0,808382.21,0,4472118.9,0,0,0,266029.86,0,0,0,-33333.97,4781001.85
2015-08-26,45211894.81,0,40302745.86,302776.79,56466.56,-48503.85,0,0,0,808382.21,0,4255942.49,0,0,0,266029.86,0,0,0,7962.71,4606372.16
2015-08-27,45578799.56,0,41048101.42,-79940.15,56459.49,-50097.47,0,0,0,808382.21,0,4255942.49,0,0,0,266029.86,0,0,0,6362.02,4610638.28999999
